(iter 5) [0.0, 0.8888, 0.5677] = 451.3524, sampling [0.0, 0.5308, 0.8415]. Recommendation = [0.0, 0.8888, 0.5677], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.8888, 0.5677] = 451.3524, sampling [0.0, -0.7367, 1.4540]. Recommendation = [0.0, 0.8888, 0.5677], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.8888, 0.5677] = 451.3524, sampling [0.0, 0.0410, 0.7282]. Recommendation = [0.0, 0.8888, 0.5677], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.8888, 0.5677] = 451.3524, sampling [0.0, 0.1020, 1.1734]. Recommendation = [0.0, 0.8888, 0.5677], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.8888, 0.5677] = 451.3524, sampling [0.0, -1.1005, 1.2499]. Recommendation = [0.0, 0.8888, 0.5677], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -1.1005, 1.2499] = 451.7379, sampling [0.0, -1.3671, 1.2274]. Recommendation = [0.0, -1.1005, 1.2499], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, -1.1005, 1.2499] = 451.7379, sampling [0.0, -0.9516, 1.1070]. Recommendation = [0.0, -1.1005, 1.2499], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, -1.1005, 1.2499] = 451.7379, sampling [0.0, -1.1202, 1.0144]. Recommendation = [0.0, -1.1005, 1.2499], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, -1.1005, 1.2499] = 451.7379, sampling [0.0, -0.9732, 0.8496]. Recommendation = [0.0, -1.1005, 1.2499], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, -1.1005, 1.2499] = 451.7379, sampling [0.0, -0.8625, 0.7438]. Recommendation = [0.0, -1.1005, 1.2499], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, -0.8625, 0.7438] = 452.8310, sampling [0.0, -0.6018, 0.6410]. Recommendation = [0.0, -0.8625, 0.7438], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, -0.8625, 0.7438] = 452.8310, sampling [0.0, -0.3786, 0.7613]. Recommendation = [0.0, -0.8625, 0.7438], Current Cost = 16000.00, Rho = -1.230
(iter 14) [0.0, -0.8625, 0.7438] = 452.8310, sampling [0.0, -0.5528, 1.0715]. Recommendation = [0.0, -0.8625, 0.7438], Current Cost = 17000.00, Rho = -1.230
(iter 14) [0.0, -0.8625, 0.7438] = 452.8310, sampling [0.0, -1.1477, 0.6651]. Recommendation = [0.0, -0.8625, 0.7438], Current Cost = 18000.00, Rho = -1.230
(iter 14) [0.0, -0.8625, 0.7438] = 452.8310, sampling [0.0, -0.5261, 0.4873]. Recommendation = [0.0, -0.8625, 0.7438], Current Cost = 19000.00, Rho = -1.230
(iter 14) [0.0, -0.8625, 0.7438] = 452.8310, sampling [0.0, -0.3019, 0.4502]. Recommendation = [0.0, -0.8625, 0.7438], Current Cost = 20000.00, Rho = -1.230
(iter 14) [0.0, -0.8625, 0.7438] = 452.8310, sampling [0.0, -0.0514, 0.3196]. Recommendation = [0.0, -0.8625, 0.7438], Current Cost = 21000.00, Rho = -1.230
(iter 14) [0.0, -0.8625, 0.7438] = 452.8310, sampling [0.0, -0.4099, 0.2336]. Recommendation = [0.0, -0.8625, 0.7438], Current Cost = 22000.00, Rho = -1.230
(iter 22) [0.0, -0.4099, 0.2336] = 453.8817, sampling [0.0, -0.5307, 0.2849]. Recommendation = [0.0, -0.4099, 0.2336], Current Cost = 23000.00, Rho = -1.230
(iter 23) [0.0, -0.5307, 0.2849] = 453.9559, sampling [0.0, -0.6698, 0.2483]. Recommendation = [0.0, -0.5307, 0.2849], Current Cost = 24000.00, Rho = -1.230
(iter 23) [0.0, -0.5307, 0.2849] = 453.9559, sampling [0.0, -0.4936, 0.1857]. Recommendation = [0.0, -0.5307, 0.2849], Current Cost = 25000.00, Rho = -1.230
(iter 23) [0.0, -0.5307, 0.2849] = 453.9559, sampling [0.0, -0.0271, -0.0609]. Recommendation = [0.0, -0.5307, 0.2849], Current Cost = 26000.00, Rho = -1.230
(iter 26) [0.0, -0.0271, -0.0609] = 454.8650, sampling [0.0, 0.3596, -0.0182]. Recommendation = [0.0, -0.0271, -0.0609], Current Cost = 27000.00, Rho = -1.230
(iter 26) [0.0, -0.0271, -0.0609] = 454.8650, sampling [0.0, 0.1880, -0.1738]. Recommendation = [0.0, -0.0271, -0.0609], Current Cost = 28000.00, Rho = -1.230
(iter 26) [0.0, -0.0271, -0.0609] = 454.8650, sampling [0.0, -0.3053, -0.1254]. Recommendation = [0.0, -0.0271, -0.0609], Current Cost = 29000.00, Rho = -1.230
(iter 26) [0.0, -0.0271, -0.0609] = 454.8650, sampling [0.0, -0.1151, 0.2968]. Recommendation = [0.0, -0.0271, -0.0609], Current Cost = 30000.00, Rho = -1.230
(iter 26) [0.0, -0.0271, -0.0609] = 454.8650, sampling [0.0, 0.6995, 0.0830]. Recommendation = [0.0, -0.0271, -0.0609], Current Cost = 31000.00, Rho = -1.230
(iter 26) [0.0, -0.0271, -0.0609] = 454.8650, sampling [0.0, 0.5165, -0.2368]. Recommendation = [0.0, -0.0271, -0.0609], Current Cost = 32000.00, Rho = -1.230
