(iter 5) [0.0, -0.3297, -0.1124] = 449.6442, sampling [0.0, -0.5309, 0.2608]. Recommendation = [0.0, -0.3297, -0.1124], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, -0.0137, 0.2414]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, -0.1390, 0.5900]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, -0.5735, 0.5342]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, -0.9867, -0.0496]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, -0.4423, 0.0406]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, -0.9634, 0.6517]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, -0.6824, 0.8561]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, -0.7465, 0.3736]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, 0.0067, -0.1508]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, 0.3656, 0.4615]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, -0.5309, 0.2608] = 453.9116, sampling [0.0, 0.2245, 0.1434]. Recommendation = [0.0, -0.5309, 0.2608], Current Cost = 16000.00, Rho = -1.230
