(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.0573, 0.5001]. Recommendation = [0.0, 0.8361, -0.0675], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, 0.5052, 0.4031]. Recommendation = [0.0, -0.0573, 0.5001], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, 0.0328, 0.0951]. Recommendation = [0.0, 0.5052, 0.4031], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.5558, 0.3292]. Recommendation = [0.0, 0.0328, 0.0951], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.3395, 0.3856]. Recommendation = [0.0, 0.0328, 0.0951], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, 0.2662, 0.6048]. Recommendation = [0.0, 0.0328, 0.0951], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, 0.2307, -0.0123]. Recommendation = [0.0, 0.0328, 0.0951], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.3831, -0.1010]. Recommendation = [0.0, 0.2307, -0.0123], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.4376, 0.1169]. Recommendation = [0.0, 0.2307, -0.0123], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.3640, 0.7052]. Recommendation = [0.0, 0.2307, -0.0123], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, 0.5387, -0.0448]. Recommendation = [0.0, 0.2307, -0.0123], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.7540, 0.2831]. Recommendation = [0.0, 0.2307, -0.0123], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.6145, -0.0259]. Recommendation = [0.0, 0.2307, -0.0123], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.5723, 0.4755]. Recommendation = [0.0, 0.2307, -0.0123], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.0820, -0.2606]. Recommendation = [0.0, 0.2307, -0.0123], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.0428, 0.0084]. Recommendation = [0.0, -0.0428, 0.0084], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.6844, 0.8581]. Recommendation = [0.0, 0.0207, 0.0361], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, -0.9076, -0.1320]. Recommendation = [0.0, 0.0207, 0.0361], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.8361, -0.0675] = 397.5121, sampling [1.0, 0.2044, -0.1543]. Recommendation = [0.0, 0.0207, 0.0361], Current Cost = 5023.00, Rho = 1.000
