(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.4382, -0.1234]. Recommendation = [0.0, 0.2087, -0.3994], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.4309, -0.4025]. Recommendation = [0.0, 0.4382, -0.1234], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.1405, -0.2010]. Recommendation = [0.0, 0.4382, -0.1234], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.3250, 0.0441]. Recommendation = [0.0, 0.1405, -0.2010], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.0796, 0.0097]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.1868, 0.5637]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.4697, 0.4600]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.5726, 0.0865]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.2152, 0.6048]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.0300, 0.8818]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.0384, 0.1151]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.3088, 0.3575]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.2955, 0.8576]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.0639, -0.1769]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.1119, 0.0259]. Recommendation = [0.0, 0.3250, 0.0441], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, 0.3480, 0.6464]. Recommendation = [0.0, -0.0087, 0.0615], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.5695, 0.6736]. Recommendation = [0.0, -0.0087, 0.0615], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.4622, 0.1462]. Recommendation = [0.0, -0.0087, 0.0615], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.6880, 0.5052]. Recommendation = [0.0, -0.0087, 0.0615], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.7118, 0.3224]. Recommendation = [0.0, -0.0087, 0.0615], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.2087, -0.3994] = 436.0505, sampling [1.0, -0.3418, 1.2360]. Recommendation = [0.0, -0.0087, 0.0615], Current Cost = 5025.00, Rho = 1.000
