(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.6450, 0.9071]. Recommendation = [0.0, -1.0700, 0.6055], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.8994, 0.6120]. Recommendation = [0.0, -0.6450, 0.9071], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.5569, 0.5855]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.4033, 0.7115]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.3875, 1.0310]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.1682, 0.4819]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.2298, 0.8163]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.4407, 0.5585]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.1162, 0.5140]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.2026, 0.9261]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.0859, 0.2018]. Recommendation = [0.0, -0.8994, 0.6120], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.1455, 0.3721]. Recommendation = [0.0, -0.0859, 0.2018], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.0471, 0.1658]. Recommendation = [0.0, -0.0859, 0.2018], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.2600, 0.0150]. Recommendation = [0.0, 0.0471, 0.1658], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.4173, 0.6834]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.7599, 0.3054]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.7347, -0.0476]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.6684, 0.6355]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.8464, 0.1073]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.5169, 0.4733]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.9735, 0.4006]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.7788, 0.3315]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.3641, -0.0302]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.2000, -0.1020]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.6764, 0.2193]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.0025, -0.2395]. Recommendation = [0.0, 0.2600, 0.0150], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.3135, -0.3356]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.6540, 1.0149]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.3798, 0.8495]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.9799, 0.9288]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.7180, 0.6599]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.4891, -0.3662]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 1.2832, 0.8083]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.8877, 1.2672]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 1.0563, 1.1923]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.4628, 1.1704]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 1.1319, 0.2769]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.2861, 0.7252]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.0251, 0.9673]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, -0.3047, -0.4214]. Recommendation = [0.0, 0.2314, 0.0231], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.8067, 0.3383]. Recommendation = [0.0, 0.9799, 0.9288], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 0.6288, 1.4094]. Recommendation = [0.0, 0.9799, 0.9288], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 1.3754, 1.0075]. Recommendation = [0.0, 0.9799, 0.9288], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 1.2435, 1.4577]. Recommendation = [0.0, 0.9799, 0.9288], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 1.0344, 1.5530]. Recommendation = [0.0, 0.9799, 0.9288], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -1.0700, 0.6055] = 422.9261, sampling [1.0, 1.1701, 1.7221]. Recommendation = [0.0, 0.9799, 0.9288], Current Cost = 5050.00, Rho = 1.000
