(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, -0.2522, 0.6887]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.4553, 1.3959]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, -0.6159, 0.6631]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, -0.4391, 1.0334]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, -0.4483, 0.2147]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.1098, 0.4070]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.2645, 0.7715]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 1.0311, 1.3047]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.8421, 1.7530]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 1.4274, 1.2299]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.7656, 0.9219]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.9971, 1.1184]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, -0.9163, 0.3678]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 17000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.5754, 0.5198]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 18000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.5012, 0.8139]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 19000.00, Rho = -1.230
(iter 5) [0.0, 1.3475, 1.7015] = 454.8771, sampling [0.0, 0.9201, 0.8326]. Recommendation = [0.0, 1.3475, 1.7015], Current Cost = 20000.00, Rho = -1.230
