(iter 5) [0.0, 0.1913, -0.3382] = 441.6031, sampling [0.0, 0.3762, -0.1178]. Recommendation = [0.0, 0.1913, -0.3382], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3762, -0.1178] = 449.1876, sampling [0.0, 0.5137, -0.2486]. Recommendation = [0.0, 0.3762, -0.1178], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.3762, -0.1178] = 449.1876, sampling [0.0, 0.5778, -0.0481]. Recommendation = [0.0, 0.3762, -0.1178], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.3762, -0.1178] = 449.1876, sampling [0.0, 0.2798, 0.1710]. Recommendation = [0.0, 0.3762, -0.1178], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, 0.1655, 0.1439]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, 0.3595, 0.2892]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, 0.0339, 0.1573]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, 0.2130, 0.4674]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, 0.4907, 0.4112]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, -0.1022, 0.4454]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, -0.2623, 0.1168]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, -0.2188, -0.2602]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, -0.3797, 0.3340]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, -0.3412, 0.5251]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, 0.2798, 0.1710] = 454.9223, sampling [0.0, 0.0800, 0.6612]. Recommendation = [0.0, 0.2798, 0.1710], Current Cost = 19000.00, Rho = -1.230
