(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, 0.0782, -0.5237]. Recommendation = [0.0, -0.2677, -0.9101], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, 0.1656, -0.4874]. Recommendation = [0.0, 0.0782, -0.5237], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, 0.3644, -0.2828]. Recommendation = [0.0, 0.1656, -0.4874], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, 0.0367, 0.0049]. Recommendation = [0.0, 0.3644, -0.2828], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, 0.2579, 0.3391]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, 0.4510, -0.0222]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, 0.4415, 0.2999]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, -0.0110, 0.3190]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, 0.2194, 0.6172]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, -0.0682, -0.3663]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, -0.1084, 0.2797]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, -0.2446, -0.2694]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2677, -0.9101] = 358.3030, sampling [1.0, -0.2959, 0.1683]. Recommendation = [0.0, 0.0367, 0.0049], Current Cost = 5017.00, Rho = 1.000
