(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, -0.1910, 1.2246]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, 0.1080, 0.3379]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, 0.5676, 0.9551]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, -0.9884, 1.9228]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, -1.3326, 1.2033]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, -1.8015, 1.9081]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, -0.8282, 0.9438]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, -0.3386, 0.6192]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, -0.3053, 1.8599]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, 1.9798, 1.4929]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, 0.3288, -0.2551]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, -0.0723, -0.1639]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, -0.7434, 0.5024] = 453.0070, sampling [0.0, 0.5222, 0.1648]. Recommendation = [0.0, -0.7434, 0.5024], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, 0.5222, 0.1648] = 454.9057, sampling [0.0, -0.2641, 0.2147]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, 0.5222, 0.1648] = 454.9057, sampling [0.0, 1.3546, -1.7316]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 19000.00, Rho = -1.230
(iter 17) [0.0, 0.5222, 0.1648] = 454.9057, sampling [0.0, 0.3516, 0.5365]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 20000.00, Rho = -1.230
(iter 17) [0.0, 0.5222, 0.1648] = 454.9057, sampling [0.0, -0.9485, 1.4705]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 21000.00, Rho = -1.230
(iter 17) [0.0, 0.5222, 0.1648] = 454.9057, sampling [0.0, -1.8891, 1.0839]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 22000.00, Rho = -1.230
(iter 17) [0.0, 0.5222, 0.1648] = 454.9057, sampling [0.0, 0.5502, 1.5415]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 23000.00, Rho = -1.230
(iter 17) [0.0, 0.5222, 0.1648] = 454.9057, sampling [0.0, 0.9964, 0.6540]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 24000.00, Rho = -1.230
(iter 17) [0.0, 0.5222, 0.1648] = 454.9057, sampling [0.0, 1.0134, 1.0963]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 0.2435, 0.0346]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 26000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 0.8262, 0.3564]. Recommendation = [0.0, 0.1400, 0.1101], Current Cost = 27000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -0.1160, 0.7839]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 28000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -0.6933, 1.2416]. Recommendation = [0.0, 0.1400, 0.1101], Current Cost = 29000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -0.6175, 0.0108]. Recommendation = [0.0, 0.1400, 0.1101], Current Cost = 30000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -0.2154, -0.4454]. Recommendation = [0.0, 0.1400, 0.1101], Current Cost = 31000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -1.0707, 0.6261]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 32000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -0.5628, 0.2777]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 33000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 0.8361, 0.8006]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 34000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -1.2626, 1.5600]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 35000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -0.6539, 0.7164]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 36000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 0.6578, -0.1112]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 37000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 0.3194, -0.5942]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 38000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 1.2849, 0.8904]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 39000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 0.9397, 1.4538]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 40000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -1.2902, 1.8477]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 41000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 0.0253, 0.1462]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 42000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 0.4998, 0.7306]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 43000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -0.4811, -0.1843]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 44000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, -0.4165, 0.9079]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 45000.00, Rho = -1.230
(iter 25) [0.0, 1.0134, 1.0963] = 455.8210, sampling [0.0, 1.4026, 1.9610]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 46000.00, Rho = -1.230
(iter 46) [0.0, 1.4026, 1.9610] = 456.1337, sampling [0.0, 1.2303, 1.5214]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 47000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 1.1588, 1.7961]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 48000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.8697, 0.1385]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 49000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.4338, 1.1726]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 50000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.0501, 0.4462]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 51000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.4671, 0.3286]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 52000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.1736, -0.2990]. Recommendation = [0.0, 0.1827, -0.0341], Current Cost = 53000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.0165, -0.7219]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 54000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.7443, 1.0549]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 55000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -1.2036, 1.3519]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 56000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 1.3866, 0.4637]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 57000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.7737, 0.1236]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 58000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.7041, -0.3719]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 59000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 1.4894, 1.2714]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 60000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -1.2286, 0.3763]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 61000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.4310, -0.1300]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 62000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -1.4432, 1.6160]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 63000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.2763, 0.2946]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 64000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.5243, 0.5914]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 65000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.1563, 1.3870]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 66000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.6798, 1.7303]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 67000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.7589, 1.3288]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 68000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -1.1287, 1.7651]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 69000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.7310, 0.2426]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 70000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.5112, -0.6171]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 71000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.3877, -0.3443]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 72000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.8982, -0.1142]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 73000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 1.5733, 1.7108]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 74000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.6563, 1.0653]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 75000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 1.1380, 0.7615]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 76000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 1.7732, 0.6600]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 77000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.9488, 1.6440]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 78000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.4637, -0.3206]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 79000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 1.0862, 1.9495]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 80000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.9854, -0.0790]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 81000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.7586, 0.7865]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 82000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.0984, -1.2390]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 83000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.5868, -0.9488]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 84000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.2028, 0.3062]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 85000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.5525, 1.4308]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 86000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.5944, -0.2589]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 87000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -1.4309, 1.4111]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 88000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.8958, 1.1399]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 89000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.2697, -0.4553]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 90000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.6546, 0.1866]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 91000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.0880, 1.7513]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 92000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.1827, -0.0341]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 93000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -1.5085, 0.7032]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 94000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.6387, 0.8732]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 95000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.3717, -0.5224]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 96000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 0.3787, -1.3093]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 97000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, 1.3164, 1.0181]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 98000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -0.7769, 1.9926]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 99000.00, Rho = -1.230
(iter 47) [0.0, 1.2303, 1.5214] = 456.2408, sampling [0.0, -1.6274, 1.6730]. Recommendation = [0.0, 1.2303, 1.5214], Current Cost = 100000.00, Rho = -1.230
