(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.6205, 0.5110]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.8544, 0.3136]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.8207, 0.6318]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.7025, 0.7549]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.6870, 0.1961]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.5059, 0.7377]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.5778, 0.5475]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.8042, 0.8650]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -1.0921, 0.7938]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -1.0280, 0.3358]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, -0.4902, 0.3369] = 453.1451, sampling [0.0, -0.3448, 0.2135]. Recommendation = [0.0, -0.4902, 0.3369], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, -0.3448, 0.2135] = 453.5966, sampling [0.0, -0.1429, 0.6484]. Recommendation = [0.0, -0.3448, 0.2135], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, -0.3448, 0.2135] = 453.5966, sampling [0.0, -0.1990, 0.2429]. Recommendation = [0.0, -0.3448, 0.2135], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, -0.3448, 0.2135] = 453.5966, sampling [0.0, -0.7539, -0.1445]. Recommendation = [0.0, -0.3448, 0.2135], Current Cost = 18000.00, Rho = -1.230
(iter 15) [0.0, -0.3448, 0.2135] = 453.5966, sampling [0.0, -0.1253, 0.3006]. Recommendation = [0.0, -0.3448, 0.2135], Current Cost = 19000.00, Rho = -1.230
(iter 15) [0.0, -0.3448, 0.2135] = 453.5966, sampling [0.0, -0.3853, -0.1889]. Recommendation = [0.0, -0.3448, 0.2135], Current Cost = 20000.00, Rho = -1.230
(iter 15) [0.0, -0.3448, 0.2135] = 453.5966, sampling [0.0, -0.0820, -0.0274]. Recommendation = [0.0, -0.3448, 0.2135], Current Cost = 21000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, -0.0016, 0.2607]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 22000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, -0.0365, 0.3787]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 23000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, 0.1213, 0.0999]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 24000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, 0.2158, 0.5287]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 25000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, 0.0768, 1.0823]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 26000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, -0.6327, 0.9964]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 27000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, -1.0491, 0.8827]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 28000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, -1.1180, -0.1130]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 29000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, -0.5970, 1.4086]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 30000.00, Rho = -1.230
(iter 21) [0.0, -0.0820, -0.0274] = 455.0125, sampling [0.0, 0.3638, 0.0673]. Recommendation = [0.0, -0.0820, -0.0274], Current Cost = 31000.00, Rho = -1.230
(iter 31) [0.0, 0.3638, 0.0673] = 455.4724, sampling [0.0, 0.4058, 0.7009]. Recommendation = [0.0, 0.3638, 0.0673], Current Cost = 32000.00, Rho = -1.230
