(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.0204, 0.3089]. Recommendation = [0.0, -1.2778, 1.6540], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.3361, 0.3502]. Recommendation = [0.0, -1.2778, 1.6540], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.5057, 0.0668]. Recommendation = [0.0, -1.2778, 1.6540], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.6134, 0.6694]. Recommendation = [0.0, -1.2778, 1.6540], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.2294, 0.2683]. Recommendation = [0.0, -1.2778, 1.6540], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -1.0770, 1.2243]. Recommendation = [0.0, -1.2778, 1.6540], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.6391, 1.0638]. Recommendation = [0.0, -1.0770, 1.2243], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.5990, 0.4113]. Recommendation = [0.0, -1.0770, 1.2243], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.9831, 0.6151]. Recommendation = [0.0, -0.5990, 0.4113], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.8751, 0.8614]. Recommendation = [0.0, -0.5990, 0.4113], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.1262, 0.1095]. Recommendation = [0.0, -0.5990, 0.4113], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.3679, 0.6559]. Recommendation = [0.0, 0.1262, 0.1095], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.8855, 0.2260]. Recommendation = [0.0, 0.1262, 0.1095], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.8102, 1.4785]. Recommendation = [0.0, 0.1262, 0.1095], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.0933, 0.1126]. Recommendation = [0.0, 0.1262, 0.1095], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.3556, 0.0180]. Recommendation = [0.0, 0.1262, 0.1095], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.2551, 0.5919]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.7190, -0.0095]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.1451, -0.4342]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -1.1676, 1.0838]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.9524, 0.9945]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.8296, 0.4211]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -1.2979, 0.6772]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.8568, -0.3001]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -1.1055, 1.3330]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.6786, 0.4353]. Recommendation = [0.0, 0.3556, 0.0180], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.4591, 0.7134]. Recommendation = [0.0, 0.6786, 0.4353], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.4000, 1.0984]. Recommendation = [0.0, 0.6786, 0.4353], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.5452, 0.1538]. Recommendation = [0.0, 0.6786, 0.4353], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, -0.7499, 0.3271]. Recommendation = [0.0, 0.6786, 0.4353], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.4933, -0.0388]. Recommendation = [0.0, 0.6786, 0.4353], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.1333, -0.4579]. Recommendation = [0.0, 0.6786, 0.4353], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.0284, 1.2363]. Recommendation = [0.0, 0.6786, 0.4353], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -1.2778, 1.6540] = 451.0669, sampling [1.0, 0.1804, 0.7442]. Recommendation = [0.0, 0.6786, 0.4353], Current Cost = 5038.00, Rho = 1.000
