(iter 5) [0.0, -0.4717, 0.9443] = 402.0358, sampling [0.0, 0.2044, 0.6891]. Recommendation = [0.0, -0.4717, 0.9443], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.2044, 0.6891] = 413.7598, sampling [0.0, -0.3870, 0.1144]. Recommendation = [0.0, 0.2044, 0.6891], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, -1.1163, 0.2073]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, 0.1144, 0.1775]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, -0.2913, 0.3961]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, -0.6380, -0.4102]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, 0.6078, 1.2297]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, -0.1055, 1.4364]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 12000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, 0.5167, 0.4641]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 13000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, -0.9418, 0.7867]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 14000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, 0.0068, -0.3509]. Recommendation = [0.0, -0.3870, 0.1144], Current Cost = 15000.00, Rho = -1.230
(iter 6) [0.0, -0.3870, 0.1144] = 454.2517, sampling [0.0, -0.0589, -0.0063]. Recommendation = [0.0, -0.1250, 0.1644], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, -0.0589, -0.0063] = 455.1693, sampling [0.0, -0.7579, 0.2574]. Recommendation = [0.0, -0.1250, 0.1644], Current Cost = 17000.00, Rho = -1.230
(iter 16) [0.0, -0.0589, -0.0063] = 455.1693, sampling [0.0, 1.0209, 0.9728]. Recommendation = [0.0, -0.1250, 0.1644], Current Cost = 18000.00, Rho = -1.230
(iter 18) [0.0, 1.0209, 0.9728] = 455.8167, sampling [0.0, 0.9983, 0.6704]. Recommendation = [0.0, -0.1250, 0.1644], Current Cost = 19000.00, Rho = -1.230
(iter 18) [0.0, 1.0209, 0.9728] = 455.8167, sampling [0.0, -1.3548, 0.7410]. Recommendation = [0.0, -0.1250, 0.1644], Current Cost = 20000.00, Rho = -1.230
