(iter 5) [0.0, 0.5442, -0.2526] = 425.9849, sampling [0.0, 0.2165, 0.3701]. Recommendation = [0.0, 0.5442, -0.2526], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.2165, 0.3701] = 445.2368, sampling [0.0, 0.5185, 0.9647]. Recommendation = [0.0, 0.2165, 0.3701], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.2165, 0.3701] = 445.2368, sampling [0.0, -0.1661, 0.7582]. Recommendation = [0.0, 0.2165, 0.3701], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.2165, 0.3701] = 445.2368, sampling [0.0, 0.7977, 0.5054]. Recommendation = [0.0, 0.2165, 0.3701], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.7977, 0.5054] = 454.5452, sampling [0.0, 0.7175, 0.0953]. Recommendation = [0.0, 0.7977, 0.5054], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.7977, 0.5054] = 454.5452, sampling [0.0, 0.9684, 1.5090]. Recommendation = [0.0, 0.4030, 0.3374], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.7977, 0.5054] = 454.5452, sampling [0.0, 1.0225, 0.9945]. Recommendation = [0.0, 0.4030, 0.3374], Current Cost = 11000.00, Rho = -1.230
(iter 11) [0.0, 1.0225, 0.9945] = 456.0391, sampling [0.0, 0.3582, 1.4836]. Recommendation = [0.0, 0.4030, 0.3374], Current Cost = 12000.00, Rho = -1.230
(iter 11) [0.0, 1.0225, 0.9945] = 456.0391, sampling [0.0, 1.6364, 1.3217]. Recommendation = [0.0, 0.4030, 0.3374], Current Cost = 13000.00, Rho = -1.230
(iter 11) [0.0, 1.0225, 0.9945] = 456.0391, sampling [0.0, 0.4030, 0.3374]. Recommendation = [0.0, 0.4030, 0.3374], Current Cost = 14000.00, Rho = -1.230
(iter 11) [0.0, 1.0225, 0.9945] = 456.0391, sampling [0.0, 0.1878, -0.0089]. Recommendation = [0.0, 1.0225, 0.9945], Current Cost = 15000.00, Rho = -1.230
