(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, -0.1866, 0.1805]. Recommendation = [0.0, 0.5505, 0.9235], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, -0.1285, 0.6156]. Recommendation = [0.0, -0.1866, 0.1805], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.2533, 0.3193]. Recommendation = [0.0, -0.1866, 0.1805], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.0715, -0.2478]. Recommendation = [0.0, -0.1866, 0.1805], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, -0.4094, -0.0533]. Recommendation = [0.0, -0.0461, 0.0253], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, -0.5366, 0.1693]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.6737, 0.3399]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 1.0187, 0.6856]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.4447, 0.0700]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.7473, 0.5724]. Recommendation = [0.0, -0.0160, 0.0070], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, -0.0160, 0.0070]. Recommendation = [0.0, -0.0160, 0.0070], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.9168, 1.1105]. Recommendation = [0.0, -0.2330, 0.1147], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 1.3819, 1.0440]. Recommendation = [0.0, -0.2330, 0.1147], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, -0.0796, -0.5091]. Recommendation = [0.0, -0.2330, 0.1147], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.5265, -0.2387]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 1.0345, 0.1391]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.1442, 0.9952]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 1.0745, 1.4552]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, 0.2769, -0.4593]. Recommendation = [0.0, -0.1121, -0.0307], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.5505, 0.9235] = 417.5975, sampling [1.0, -0.4929, 0.8143]. Recommendation = [0.0, -0.2330, 0.1147], Current Cost = 5024.00, Rho = 1.000
