(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.3146, 0.3577]. Recommendation = [0.0, -0.6936, 0.8545], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.1531, 0.0556]. Recommendation = [0.0, -0.3146, 0.3577], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.0617, 0.6892]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.3965, -0.3176]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.2955, -0.0018]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.2804, 0.8416]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.7444, 0.2285]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.1991, -0.4872]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.6188, 0.4257]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.3038, -0.3980]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -1.1651, 0.7911]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -1.2866, 1.5644]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.8689, 1.0669]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -1.5307, 1.1935]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.8445, 1.6102]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -1.4381, 1.9811]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -1.8659, 1.7223]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.3058, 1.3033]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.6748, 0.3858]. Recommendation = [0.0, 0.1531, 0.0556], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.4401, 0.7769]. Recommendation = [0.0, 0.0344, 0.1878], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.4695, 0.0226]. Recommendation = [0.0, 0.0344, 0.1878], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.8190, 0.9627]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.0351, 1.6970]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.4055, 1.8273]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.0983, 1.2741]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.3877, 0.9794]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.4871, 1.6448]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.7184, 0.6569]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.8582, 0.4742]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.0344, 0.1878]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.2315, 1.5065]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.3296, 1.9551]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.8271, 1.8996]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -1.2174, 1.7553]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.5120, 0.0096]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.7711, 1.2839]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.2730, 0.5972]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.8487, 0.1686]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.5546, -0.8076]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.0247, -0.7587]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.8236, -0.2026]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.4901, 0.7260]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.9602, 1.3257]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 0.8872, 1.9453]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, -0.0999, 0.5755]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.6936, 0.8545] = 439.4908, sampling [1.0, 1.2505, 1.7854]. Recommendation = [0.0, 0.3235, 0.1002], Current Cost = 5050.00, Rho = 1.000
