(iter 5) [0.0, -0.6057, 0.5714] = 449.5353, sampling [0.0, -0.4748, 0.0642]. Recommendation = [0.0, -0.6057, 0.5714], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.4748, 0.0642] = 451.5272, sampling [0.0, -0.7452, 0.2653]. Recommendation = [0.0, -0.4748, 0.0642], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.4748, 0.0642] = 451.5272, sampling [0.0, -0.2259, -0.1876]. Recommendation = [0.0, -0.4748, 0.0642], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.4748, 0.0642] = 451.5272, sampling [0.0, -0.3148, 0.2257]. Recommendation = [0.0, -0.4748, 0.0642], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.3148, 0.2257] = 452.9691, sampling [0.0, -1.0771, 0.7502]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.3148, 0.2257] = 452.9691, sampling [0.0, -0.8170, -0.3173]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.3148, 0.2257] = 452.9691, sampling [0.0, -0.7360, 0.9435]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, -0.3148, 0.2257] = 452.9691, sampling [0.0, -0.9095, 0.4248]. Recommendation = [0.0, -0.3834, 0.0862], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, -0.3148, 0.2257] = 452.9691, sampling [0.0, -0.5302, 0.2532]. Recommendation = [0.0, -0.3834, 0.0862], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, -0.5302, 0.2532] = 453.8811, sampling [0.0, -0.4006, 0.7792]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, -0.5302, 0.2532] = 453.8811, sampling [0.0, -1.2191, 1.1345]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, -0.5302, 0.2532] = 453.8811, sampling [0.0, -0.8686, 1.2258]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 16000.00, Rho = -1.230
(iter 13) [0.0, -0.5302, 0.2532] = 453.8811, sampling [0.0, -1.4043, 0.7173]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 17000.00, Rho = -1.230
(iter 13) [0.0, -0.5302, 0.2532] = 453.8811, sampling [0.0, -0.9560, 0.6645]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 18000.00, Rho = -1.230
(iter 13) [0.0, -0.5302, 0.2532] = 453.8811, sampling [0.0, -0.9911, 1.5142]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 19000.00, Rho = -1.230
(iter 13) [0.0, -0.5302, 0.2532] = 453.8811, sampling [0.0, -0.3834, 0.0862]. Recommendation = [0.0, -0.5302, 0.2532], Current Cost = 20000.00, Rho = -1.230
(iter 20) [0.0, -0.3834, 0.0862] = 454.0166, sampling [0.0, -0.6634, 1.3981]. Recommendation = [0.0, -0.3834, 0.0862], Current Cost = 21000.00, Rho = -1.230
