(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 1.0245, 0.4115]. Recommendation = [0.0, 1.2045, 0.8263], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.9408, 0.5727]. Recommendation = [0.0, 1.2045, 0.8263], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.7768, 0.1315]. Recommendation = [0.0, 0.9408, 0.5727], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.9455, -0.2140]. Recommendation = [0.0, 0.9408, 0.5727], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.4582, 0.4365]. Recommendation = [0.0, 0.9408, 0.5727], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.4361, 0.1610]. Recommendation = [0.0, 0.4582, 0.4365], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.5813, 0.7095]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.1993, -0.0340]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.4115, -0.4594]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.0394, -0.4281]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.0068, -0.1075]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.0851, 0.3205]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.0191, 0.0625]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.3129, 0.6568]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.1699, 0.4482]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.8260, 0.9745]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.7022, 0.9436]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.0963, -0.7107]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.2637, -0.4870]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.4953, 0.8118]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, -0.1286, -0.0688]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, -0.2288, -0.1405]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, -0.1048, 0.3833]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, -0.3409, -0.3701]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, -0.0151, -0.5624]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.0699, 0.4812]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.3903, -0.7446]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.9045, 1.0616]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.7655, 1.1449]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.2045, 0.8263] = 417.2500, sampling [1.0, 0.5497, 1.2100]. Recommendation = [0.0, 0.4361, 0.1610], Current Cost = 5034.00, Rho = 1.000
