(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 1.0546, 1.3977]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 0.9423, 1.1029]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 0.6934, 1.4347]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 1.5508, 1.6525]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 1.2573, 1.2695]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 1.1524, 1.7339]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 1.1985, 1.0169]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 1.7978, 1.1811]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 0.7983, 1.9293]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 0.5400, 0.9513]. Recommendation = [0.0, 0.8285, 0.8580], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 0.8285, 0.8580] = 453.3265, sampling [0.0, 1.4190, 1.9071]. Recommendation = [0.0, 0.8534, 0.9876], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 1.4190, 1.9071] = 454.9918, sampling [0.0, 1.3477, 1.4672]. Recommendation = [0.0, 1.4190, 1.9071], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 1.4190, 1.9071] = 454.9918, sampling [0.0, 0.6408, 0.5697]. Recommendation = [0.0, 1.4190, 1.9071], Current Cost = 17000.00, Rho = -1.230
