(iter 5) [0.0, 0.7337, 0.1599] = 441.9047, sampling [0.0, 0.4523, 0.7880]. Recommendation = [0.0, 0.7337, 0.1599], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.7337, 0.1599] = 441.9047, sampling [0.0, 0.8663, 1.4043]. Recommendation = [0.0, 0.7337, 0.1599], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.7337, 0.1599] = 441.9047, sampling [0.0, 0.9614, 0.9301]. Recommendation = [0.0, 0.7337, 0.1599], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.2920, 1.9706]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.7301, 1.5381]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.6015, 1.7596]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.1045, 0.7106]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.4252, 0.4124]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.4339, 1.1214]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.6990, 0.6656]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -1.6395, 1.9140]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -1.2999, 1.3574]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -1.0287, 1.8419]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -1.9588, 1.4364]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 18000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.9548, 1.1498]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 19000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.8898, 1.4618]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 20000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.2296, 1.2812]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 21000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.3184, 0.7684]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 22000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.7038, 0.3930]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 23000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.3075, 0.3031]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 24000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.9684, 0.8852]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 25000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.1060, 0.0698]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 26000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.1950, 1.7072]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 27000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.3563, 0.7391]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 28000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.1210, 0.4442]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 29000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.9894, 0.5413]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 30000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.3913, -0.0236]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 31000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.7753, 1.9889]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 32000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -1.3305, 0.9540]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 33000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.2094, 0.6815]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 34000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.6164, 0.1164]. Recommendation = [0.0, 0.9614, 0.9301], Current Cost = 35000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.3470, 0.0251]. Recommendation = [0.0, -0.5502, 0.1667], Current Cost = 36000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.0328, 1.1612]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 37000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -1.2687, 1.7374]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 38000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.1196, 0.4220]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 39000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.0672, 1.9214]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 40000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.6130, 0.2642]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 41000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.0853, 1.0501]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 42000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.0476, 0.7298]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 43000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -1.1410, 1.5110]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 44000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.2205, -0.0153]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 45000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.4129, 1.9679]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 46000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -1.5599, 0.4887]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 47000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 0.2607, 0.1417]. Recommendation = [0.0, 0.2607, 0.1417], Current Cost = 48000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, 1.8877, 0.9090]. Recommendation = [0.0, -0.5502, 0.1667], Current Cost = 49000.00, Rho = -1.230
(iter 7) [0.0, 0.9614, 0.9301] = 456.2952, sampling [0.0, -0.8493, 0.2369]. Recommendation = [0.0, -0.5502, 0.1667], Current Cost = 50000.00, Rho = -1.230
