(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.2214, -0.7745]. Recommendation = [0.0, 0.3938, -0.3010], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.1102, -0.1582]. Recommendation = [0.0, 0.3938, -0.3010], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.2558, -0.4777]. Recommendation = [0.0, 0.1102, -0.1582], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.3342, 0.1993]. Recommendation = [0.0, 0.1102, -0.1582], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.3488, -0.0573]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.1150, 0.0488]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.0546, 0.6494]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.1231, 0.2170]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.4390, 0.5424]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.7217, 0.1914]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.0005, -0.6688]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.5816, -0.3683]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.0620, 1.0898]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.3720, 0.4112]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.3459, -0.1837]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.3029, 0.9950]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.2022, 0.4716]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.2895, 0.7378]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.1643, 0.3253]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.0190, -0.0875]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.6558, 0.6794]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.6719, 0.3395]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.8407, 1.1382]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.9554, 0.8892]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.2606, 0.7232]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.5545, -0.8153]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.5167, -0.2448]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.4047, -0.6089]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -1.1565, 0.3576]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.7186, 0.5600]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.5140, -0.2358]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -1.3207, 1.3436]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -1.4161, 1.0405]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.6589, 1.4855]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -1.2305, 0.6642]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, 0.2661, -0.0732]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.3938, -0.3010] = 435.1324, sampling [1.0, -0.9822, 1.6979]. Recommendation = [0.0, 0.2661, -0.0732], Current Cost = 5041.00, Rho = 1.000
