(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.0956, 0.6151]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.4562, 0.7795]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, -0.3457, 0.8723]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.3120, 0.3742]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, -0.1796, 0.3258]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, -0.2416, 0.5710]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.0455, 1.0525]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.8244, 0.8604]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.6304, 1.1942]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.1954, 0.7446]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.8628, 0.6361]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.0835, 1.1264]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.0453, 1.5393]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.5240, 1.2377]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.6792, 1.5830]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.1619, 0.0467]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.5661, 0.0110]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 0.6998, 0.2362]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.0205, 0.2424]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, -0.2567, 0.0693]. Recommendation = [0.0, -0.4653, 0.3044], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.4303, 1.9485]. Recommendation = [0.0, -0.1751, 0.1710], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.1599, 1.8491]. Recommendation = [0.0, -0.1751, 0.1710], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.3406, 1.4948]. Recommendation = [0.0, -0.1751, 0.1710], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.4653, 0.3044] = 453.3801, sampling [1.0, 1.6890, 1.6543]. Recommendation = [0.0, -0.1751, 0.1710], Current Cost = 5028.00, Rho = 1.000
