(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.1498, 0.8786]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, 0.5270, 0.6047]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.3256, 0.4834]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.6772, 0.8005]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.8632, 0.3052]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.5063, 0.1206]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.0810, 0.2207]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.9724, 1.0552]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -1.4185, 0.6445]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.6359, 1.2712]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, 0.5953, 1.1381]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.0025, 1.2601]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.6586, 0.6352]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.6185, 0.2641]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.7795, -0.1345]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.1884, -0.0298]. Recommendation = [0.0, 0.7895, 0.7897], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, 0.4101, 0.4292]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.4089, 0.7049]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -1.0820, 1.5177]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -1.1672, 1.2064]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.4333, -0.3687]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.7445, 1.7705]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.0338, -0.2496]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.4555, 1.0211]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.7642, 0.3991]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -1.0043, 0.4128]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -0.9043, -0.5084]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, -1.2483, 1.3925]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.7895, 0.7897] = 453.4851, sampling [1.0, 0.1678, -0.1501]. Recommendation = [0.0, -0.1982, 0.0598], Current Cost = 5033.00, Rho = 1.000
