(iter 5) [0.0, -0.7724, -0.2429] = 382.6818, sampling [0.0, -0.6179, -0.0097]. Recommendation = [0.0, -0.7724, -0.2429], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.6179, -0.0097] = 438.3571, sampling [0.0, -0.4049, 0.1003]. Recommendation = [0.0, -0.6179, -0.0097], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.4049, 0.1003] = 453.9210, sampling [0.0, -0.6357, 0.1371]. Recommendation = [0.0, -0.4049, 0.1003], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.4049, 0.1003] = 453.9210, sampling [0.0, -0.3895, 0.3454]. Recommendation = [0.0, -0.4049, 0.1003], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, -0.4049, 0.1003] = 453.9210, sampling [0.0, -0.2170, 0.2796]. Recommendation = [0.0, -0.4049, 0.1003], Current Cost = 9000.00, Rho = -1.230
(iter 6) [0.0, -0.4049, 0.1003] = 453.9210, sampling [0.0, -0.3138, 0.3320]. Recommendation = [0.0, -0.4049, 0.1003], Current Cost = 10000.00, Rho = -1.230
(iter 6) [0.0, -0.4049, 0.1003] = 453.9210, sampling [0.0, -0.2518, -0.1638]. Recommendation = [0.0, -0.4049, 0.1003], Current Cost = 11000.00, Rho = -1.230
(iter 6) [0.0, -0.4049, 0.1003] = 453.9210, sampling [0.0, -0.0305, 0.0767]. Recommendation = [0.0, -0.4049, 0.1003], Current Cost = 12000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, -0.0439, -0.1303]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 13000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, -0.1024, -0.2020]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 14000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, -0.2060, 0.5024]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 15000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, -0.6545, 0.4693]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 16000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, -0.4475, 0.6553]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 17000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, 0.0184, -0.2936]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 18000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, -0.4844, -0.4267]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 19000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, -0.0756, -0.4882]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 20000.00, Rho = -1.230
(iter 12) [0.0, -0.0305, 0.0767] = 454.6645, sampling [0.0, 0.2150, -0.3510]. Recommendation = [0.0, -0.0305, 0.0767], Current Cost = 21000.00, Rho = -1.230
