(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.9408, 1.0787]. Recommendation = [0.0, 1.2061, 1.3122], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 1.1263, 1.0253]. Recommendation = [0.0, 1.2061, 1.3122], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.7216, 1.0538]. Recommendation = [0.0, 1.2061, 1.3122], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 1.0682, 0.9536]. Recommendation = [0.0, 1.2061, 1.3122], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.7194, 1.3891]. Recommendation = [0.0, 1.2061, 1.3122], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.6281, 0.9645]. Recommendation = [0.0, 1.2061, 1.3122], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.7601, 0.6985]. Recommendation = [0.0, 1.2061, 1.3122], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.5596, 0.7211]. Recommendation = [0.0, 0.7601, 0.6985], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.3306, 0.7396]. Recommendation = [0.0, 0.7601, 0.6985], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.5738, 0.4813]. Recommendation = [0.0, 0.7601, 0.6985], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.4502, 0.4432]. Recommendation = [0.0, 0.7601, 0.6985], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.0370, 0.4755]. Recommendation = [0.0, 0.7601, 0.6985], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.3572, 0.3428]. Recommendation = [0.0, 0.7601, 0.6985], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.1594, 0.0814]. Recommendation = [0.0, 0.7601, 0.6985], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.2014, 0.0367]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.2915, 0.2978]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.3096, 0.1412]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.0673, -0.1072]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.0131, -0.2092]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.1763, -0.0959]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.3022, -0.0342]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.2693, 0.5519]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.4831, 0.4078]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.4404, 0.3789]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.2019, 0.6343]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.1684, -0.2847]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.4112, -0.4735]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.7568, 0.2608]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.0345, 0.6032]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, -0.8966, 0.0083]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.8327, 0.5058]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.7384, 0.3327]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.2061, 1.3122] = 454.2279, sampling [1.0, 0.9696, 0.5877]. Recommendation = [0.0, 0.1594, 0.0814], Current Cost = 5037.00, Rho = 1.000
