(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, -0.1140, 0.8255]. Recommendation = [0.0, -0.8808, 0.9258], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.3801, 0.3504]. Recommendation = [0.0, -0.8808, 0.9258], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.5971, 0.6352]. Recommendation = [0.0, 0.3801, 0.3504], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.6468, 0.4154]. Recommendation = [0.0, 0.3801, 0.3504], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.3341, 0.7894]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.9317, 0.5023]. Recommendation = [0.0, 0.5107, 0.5390], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.3875, 0.0125]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.7550, 0.0232]. Recommendation = [0.0, 0.4294, 0.2375], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, -0.1301, 0.2856]. Recommendation = [0.0, 0.4294, 0.2375], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, -0.6382, 0.7398]. Recommendation = [0.0, 0.4294, 0.2375], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, -0.1913, 0.5785]. Recommendation = [0.0, 0.4294, 0.2375], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.4294, 0.2375]. Recommendation = [0.0, 0.4294, 0.2375], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, -0.4207, 1.2058]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.8984, 0.6981]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, -0.4941, 0.4876]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.5107, 0.5390]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, -0.0598, 0.1280]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.1601, -0.1227]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 1.0513, 0.9409]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 1.3338, 0.4581]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.4778, -0.2969]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.8808, 0.9258] = 450.5135, sampling [1.0, 0.4584, -0.0557]. Recommendation = [0.0, 0.6468, 0.4154], Current Cost = 5026.00, Rho = 1.000
