(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.7213, 0.9766]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.8359, 1.3521]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.2571, 1.0971]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.6448, 1.3213]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.6145, 0.6425]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.7737, 0.8397]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.5654, 1.0220]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.2794, 0.3621]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.5549, 0.4220]. Recommendation = [0.0, 1.1270, 1.0862], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.0461, 0.0691]. Recommendation = [0.0, 0.5549, 0.4220], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.1774, 0.3209]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.1234, -0.1583]. Recommendation = [0.0, 0.0638, 0.2097], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.0638, 0.2097]. Recommendation = [0.0, 0.0638, 0.2097], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.4784, -0.1919]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.3333, -0.3822]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.3695, 0.2446]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.1632, 0.8527]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.2156, 0.5071]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 1.0513, 0.6337]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.5212, 0.1099]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.1604, -0.0277]. Recommendation = [0.0, 0.0461, 0.0691], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.0558, -0.0484]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.5991, 0.2932]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.0021, -0.3623]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.2340, -0.2636]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.2416, 0.2626]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.4644, 0.0169]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.6316, 0.5406]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.4073, 0.4761]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.6166, 0.0901]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 1.0312, 0.4590]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 1.3314, 0.7566]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.8188, -0.0113]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 1.2467, 1.3949]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 1.3521, 1.1802]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 1.1598, 1.5314]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 0.9506, 1.4305]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, -0.7337, 0.4430]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 1.0686, 1.8010]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 1.1270, 1.0862] = 452.9004, sampling [1.0, 1.4790, 1.7393]. Recommendation = [0.0, 0.1023, 0.0363], Current Cost = 5044.00, Rho = 1.000
