(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, -0.0241, 0.5966]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, -1.7683, 1.9269]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, -0.8643, 1.1325]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, -0.9677, 1.9550]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 1.4835, 1.9962]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 0.9878, 1.3147]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 0.9404, 1.8334]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 1.7112, 1.3953]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 0.6935, 0.7479]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, -1.6770, 1.0764]. Recommendation = [0.0, 0.3678, 0.6113], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 0.3504, 0.9762]. Recommendation = [0.0, 0.3678, 0.6113], Current Cost = 15000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, -0.4622, 1.0112]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 16000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 0.3678, 0.6113]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 17000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, -0.9429, 0.6597]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 18000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 0.6799, 1.4942]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 19000.00, Rho = -1.230
(iter 5) [0.0, 0.4189, 0.2895] = 454.6616, sampling [0.0, 1.9788, 1.8739]. Recommendation = [0.0, 0.4189, 0.2895], Current Cost = 20000.00, Rho = -1.230
