(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.4102, -0.0955]. Recommendation = [0.0, 0.7531, 0.0100], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.6453, -0.3830]. Recommendation = [0.0, 0.4102, -0.0955], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.5160, -0.0308]. Recommendation = [0.0, 0.4102, -0.0955], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.2792, -0.2935]. Recommendation = [0.0, 0.4102, -0.0955], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.1677, 0.0802]. Recommendation = [0.0, 0.4102, -0.0955], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.1336, 0.3115]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.0750, -0.1089]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.1833, 0.5972]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, -0.1019, 0.4629]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, -0.1682, 0.8133]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.2715, -0.5076]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.3703, -0.1935]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, 0.1154, 0.1228]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.7531, 0.0100] = 425.1971, sampling [1.0, -0.1907, -0.0713]. Recommendation = [0.0, 0.1677, 0.0802], Current Cost = 5018.00, Rho = 1.000
