(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.7958, -0.0008]. Recommendation = [0.0, -0.8608, 0.2492], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.5915, 0.1427]. Recommendation = [0.0, -0.8608, 0.2492], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.6022, -0.0319]. Recommendation = [0.0, -0.5915, 0.1427], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.6820, 0.3727]. Recommendation = [0.0, -0.5915, 0.1427], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.3948, 0.1973]. Recommendation = [0.0, -0.6820, 0.3727], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.5534, 0.0634]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.4210, -0.2870]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.5265, -0.4203]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.2754, 0.4842]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.4796, 0.7195]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.8089, -0.1881]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.9583, 0.5259]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.6426, 0.9422]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.9741, 0.6501]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.8177, 0.9130]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.8608, 0.2492] = 428.6493, sampling [1.0, -0.9060, 0.9064]. Recommendation = [0.0, -0.3948, 0.1973], Current Cost = 5020.00, Rho = 1.000
