(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.3930, -0.6776]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.8512, 1.9196]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.1293, -0.1826]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.2031, -0.3031]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.0114, 0.4681]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.7012, 1.5073]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.0658, -0.8559]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.4335, 0.1574]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.2781, 1.0604]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.9477, 1.5766]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.1392, 0.2357]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.5123, 1.7687]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.2421, 0.2703]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.5937, -0.8043]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.4178, -0.1663]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.4193, 0.5288]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 1.1268, 1.4549]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.7407, 1.1708]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.2501, 0.7570]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.5504, 0.2914]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.5226, -0.5605]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.2279, 0.6828]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.7257, -0.6075]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.0830, 1.2938]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.5749, 1.0302]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 1.7812, 1.8106]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, 0.6705, 0.4402]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.6496, -0.0952]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [1.0, -0.1088, -0.9216]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.3669, -0.6269] = 397.9037, sampling [0.0, 0.1293, -0.1826]. Recommendation = [0.0, 0.3669, -0.6269], Current Cost = 5034.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, -0.3068, -0.2335]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 6034.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [0.0, -0.1392, 0.2357]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 6035.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, -0.1476, 0.5993]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 7035.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, -0.0053, 0.7853]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 7036.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, 0.4508, 0.4082]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 7037.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, 0.5118, 0.2083]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 7038.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, -0.7729, 0.4800]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 7039.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [0.0, 0.2421, 0.2703]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 7040.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, 0.1138, 0.7171]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 8040.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, -0.4118, 0.8278]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 8041.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, 0.7571, 0.7030]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 8042.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, 0.7690, 0.1086]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 8043.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [0.0, 0.0114, 0.4681]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 8044.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, -0.1141, 0.8926]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 9044.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [0.0, -0.2031, -0.3031]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 9045.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [1.0, -0.7964, 0.0943]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 10045.00, Rho = 1.000
(iter 39) [0.0, 0.1293, -0.1826] = 451.5691, sampling [0.0, 0.4335, 0.1574]. Recommendation = [0.0, 0.1293, -0.1826], Current Cost = 10046.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, 0.4508, 0.4082]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 11046.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, 0.6834, 0.4995]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 12046.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, 0.4193, 0.5288]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 12047.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, 0.3507, 0.9980]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 13047.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, 0.5118, 0.2083]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 13048.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, -0.4178, -0.1663]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 14048.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -0.6285, -0.4299]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 15048.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -0.8148, -0.1546]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 15049.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, -0.5504, 0.2914]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 15050.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -0.8887, 0.3909]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 16050.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -0.8269, 0.6402]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 16051.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -0.2657, 0.9167]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 16052.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, 0.2279, 0.6828]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 16053.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, -0.3068, -0.2335]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 17053.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, -0.1476, 0.5993]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 18053.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -0.9656, 0.0148]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 19053.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, 0.2136, 1.3846]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 19054.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, -0.6496, -0.0952]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 19055.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [0.0, -0.7729, 0.4800]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 20055.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -0.8519, 0.1138]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 21055.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -0.7661, 1.0889]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 21056.00, Rho = 1.000
(iter 56) [0.0, 0.4335, 0.1574] = 455.8858, sampling [1.0, -1.1633, 0.4246]. Recommendation = [0.0, 0.4335, 0.1574], Current Cost = 21057.00, Rho = 1.000
