(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.2257, -0.3895]. Recommendation = [0.0, -0.2491, -0.6563], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.1788, -0.1210]. Recommendation = [0.0, 0.2257, -0.3895], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.3349, 0.1858]. Recommendation = [0.0, 0.1788, -0.1210], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.2683, -0.0056]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, -0.0410, 0.1551]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.1280, 0.4506]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.7128, 0.3641]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.4787, 0.5814]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.8039, 0.4764]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, -0.1786, -0.4312]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, 0.8602, 0.3503]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2491, -0.6563] = 403.1412, sampling [1.0, -0.0173, 0.3226]. Recommendation = [0.0, 0.3349, 0.1858], Current Cost = 5016.00, Rho = 1.000
