(iter 5) [0.0, -0.3941, -0.3920] = 424.3944, sampling [0.0, 0.0422, 0.3672]. Recommendation = [0.0, -0.3941, -0.3920], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.0422, 0.3672] = 442.0317, sampling [0.0, -0.0378, -0.0950]. Recommendation = [0.0, 0.0422, 0.3672], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.0378, -0.0950] = 454.2928, sampling [0.0, -0.3752, 0.2765]. Recommendation = [0.0, -0.0378, -0.0950], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, -0.0378, -0.0950] = 454.2928, sampling [0.0, 0.5827, 0.4641]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.5827, 0.4641] = 454.5744, sampling [0.0, 0.1599, 0.7653]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.5827, 0.4641] = 454.5744, sampling [0.0, 0.3733, 0.1718]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, 0.7314, 1.0746]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -0.6978, 0.8978]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -0.3116, 0.8174]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -0.8534, 0.3103]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -0.4969, 0.5031]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 15000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -1.2088, 1.4103]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 16000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -1.3074, 0.9826]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 17000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -0.6045, 1.6371]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 18000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -1.7664, 1.7667]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 19000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, 1.3130, 1.6303]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 20000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, 1.7853, 1.3930]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 21000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, 0.9108, 1.5167]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 22000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, -1.0421, 0.5920]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 23000.00, Rho = -1.230
(iter 10) [0.0, 0.3733, 0.1718] = 455.8016, sampling [0.0, 1.0435, 1.1452]. Recommendation = [0.0, 0.3733, 0.1718], Current Cost = 24000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -0.6635, 0.0575]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 25000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, 0.9471, 1.9665]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 26000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -0.3299, -0.1766]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 27000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -0.9552, 0.9269]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 28000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, 0.4792, 0.8503]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 29000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, 0.2428, -0.2915]. Recommendation = [0.0, -0.2733, 0.2062], Current Cost = 30000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, 0.2141, 0.0071]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 31000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -0.7066, 0.5530]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 32000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -1.8342, 1.0059]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 33000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -0.5809, 1.2213]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 34000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, 0.9881, 0.3830]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 35000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, 0.5606, -0.1392]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 36000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, 1.1551, 1.4360]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 37000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -0.2170, 0.5612]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 38000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -0.1069, -0.4426]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 39000.00, Rho = -1.230
(iter 24) [0.0, 1.0435, 1.1452] = 455.9816, sampling [0.0, -0.8916, 1.9061]. Recommendation = [0.0, 1.0435, 1.1452], Current Cost = 40000.00, Rho = -1.230
