(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.3701, -0.2569]. Recommendation = [0.0, 0.5663, -0.2256], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.4104, -0.4796]. Recommendation = [0.0, 0.3701, -0.2569], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.3499, 0.0234]. Recommendation = [0.0, 0.3701, -0.2569], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.2570, 0.0995]. Recommendation = [0.0, 0.3499, 0.0234], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.0517, -0.1131]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.1181, 0.1617]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.3626, 0.3161]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.6260, 0.1595]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.6953, 0.0945]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.1764, -0.4016]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.3994, 0.3420]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.2939, 0.4900]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.1183, 0.2154]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.2865, -0.1629]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.1889, -0.3752]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.0252, -0.4908]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.1099, 0.2487]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.9240, 0.2650]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.2481, -0.3308]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.7942, 0.7135]. Recommendation = [0.0, 0.2570, 0.0995], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 1.0363, 0.5883]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.8760, 0.8876]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.6585, 0.9789]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.2160, 0.7760]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.9506, 0.3964]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.6495, 0.1387]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.4424, 0.2071]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 1.3366, 0.7536]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.1603, 0.7311]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.6717, 0.0072]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.6885, -0.2206]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.3084, -0.5371]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.2028, -0.4556]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.8958, 1.1932]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.9665, 1.2816]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 1.0784, 1.2711]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 1.2249, 1.1361]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.9403, 1.2464]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.9859, 1.4479]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.7103, 1.4194]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 1.1364, -0.0867]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 1.0451, 1.5102]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.5797, -0.4389]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.3102, -0.5788]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.3774, 0.7478]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.0791, 0.9168]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.2167, -0.7091]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.8303, 0.3837]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.7082, 0.6356]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.7922, 0.5401]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.8335, -0.0287]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, -0.6350, 0.8604]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.5663, -0.2256] = 426.2732, sampling [1.0, 0.2763, 1.3367]. Recommendation = [0.0, 0.7942, 0.7135], Current Cost = 5057.00, Rho = 1.000
