(iter 5) [0.0, 0.0510, 1.0396] = 347.8623, sampling [0.0, -0.3478, 1.4026]. Recommendation = [0.0, 0.0510, 1.0396], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.0510, 1.0396] = 347.8623, sampling [0.0, -0.3173, 1.0198]. Recommendation = [0.0, 0.0510, 1.0396], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.3173, 1.0198] = 370.0768, sampling [0.0, -0.6019, 0.9591]. Recommendation = [0.0, -0.3173, 1.0198], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.6019, 0.9591] = 418.1080, sampling [0.0, -0.8982, 1.2062]. Recommendation = [0.0, -0.6019, 0.9591], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.8982, 1.2062] = 436.7436, sampling [0.0, -0.8623, 0.8222]. Recommendation = [0.0, -0.8982, 1.2062], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -0.8623, 0.8222] = 452.2130, sampling [0.0, -1.2372, 1.1697]. Recommendation = [0.0, -0.8623, 0.8222], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, -0.8623, 0.8222] = 452.2130, sampling [0.0, -1.2183, 0.7550]. Recommendation = [0.0, -0.8623, 0.8222], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, -0.8623, 0.8222] = 452.2130, sampling [0.0, -0.7467, 0.8936]. Recommendation = [0.0, -0.8623, 0.8222], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, -0.8623, 0.8222] = 452.2130, sampling [0.0, -0.6500, 0.6290]. Recommendation = [0.0, -0.8623, 0.8222], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, -0.8623, 0.8222] = 452.2130, sampling [0.0, -0.7210, 0.7215]. Recommendation = [0.0, -0.8623, 0.8222], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, -0.8623, 0.8222] = 452.2130, sampling [0.0, -0.9639, 0.5101]. Recommendation = [0.0, -0.8623, 0.8222], Current Cost = 15000.00, Rho = -1.230
(iter 9) [0.0, -0.8623, 0.8222] = 452.2130, sampling [0.0, -0.4815, 0.6861]. Recommendation = [0.0, -0.8623, 0.8222], Current Cost = 16000.00, Rho = -1.230
(iter 9) [0.0, -0.8623, 0.8222] = 452.2130, sampling [0.0, -0.6332, 0.4665]. Recommendation = [0.0, -0.8623, 0.8222], Current Cost = 17000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -1.0046, 1.2353]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 18000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -0.4070, 0.5242]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 19000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -0.6233, 0.2361]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 20000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -1.0501, 0.3678]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 21000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -1.6086, 0.9904]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 22000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -0.8675, 1.5663]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 23000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -1.0869, 0.6191]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 24000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -0.4997, 0.8426]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 25000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -0.0066, 0.4484]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 26000.00, Rho = -1.230
(iter 17) [0.0, -0.6332, 0.4665] = 453.2028, sampling [0.0, -0.1375, 0.1304]. Recommendation = [0.0, -0.6332, 0.4665], Current Cost = 27000.00, Rho = -1.230
(iter 27) [0.0, -0.1375, 0.1304] = 453.7626, sampling [0.0, -0.5709, 0.1507]. Recommendation = [0.0, -0.1375, 0.1304], Current Cost = 28000.00, Rho = -1.230
(iter 27) [0.0, -0.1375, 0.1304] = 453.7626, sampling [0.0, 0.0767, 0.1252]. Recommendation = [0.0, -0.1375, 0.1304], Current Cost = 29000.00, Rho = -1.230
(iter 29) [0.0, 0.0767, 0.1252] = 454.0246, sampling [0.0, -0.0291, 0.0133]. Recommendation = [0.0, 0.0767, 0.1252], Current Cost = 30000.00, Rho = -1.230
(iter 30) [0.0, -0.0291, 0.0133] = 455.2255, sampling [0.0, -0.1009, -0.1539]. Recommendation = [0.0, -0.0291, 0.0133], Current Cost = 31000.00, Rho = -1.230
(iter 30) [0.0, -0.0291, 0.0133] = 455.2255, sampling [0.0, -0.8091, -0.0476]. Recommendation = [0.0, -0.0291, 0.0133], Current Cost = 32000.00, Rho = -1.230
