(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, -0.1626, 0.8233]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, 0.5558, 1.3807]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, -0.6177, 1.5043]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, 0.4635, 0.5691]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, -0.0079, 0.3700]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, 1.1623, 1.0768]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, 0.9080, 0.6500]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, 1.7243, 1.1763]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, -0.5553, 0.6355]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, 0.8748, 1.8961]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 14000.00, Rho = -1.230
(iter 5) [0.0, -0.0248, -0.0111] = 455.2361, sampling [0.0, 0.3891, 0.1723]. Recommendation = [0.0, -0.0248, -0.0111], Current Cost = 15000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -0.5858, 1.0276]. Recommendation = [0.0, 0.1844, 0.3317], Current Cost = 16000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, 0.1699, 0.9399]. Recommendation = [0.0, 0.1844, 0.3317], Current Cost = 17000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, 1.1279, 1.4534]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 18000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -0.3213, 0.2460]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 19000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, 0.8439, 0.3132]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 20000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, 0.6577, 0.7174]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 21000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -1.5342, 1.5928]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 22000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -1.2256, 1.3139]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 23000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -1.6322, 1.0542]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 24000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -1.0519, 1.9594]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 25000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -0.9521, 1.1001]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 26000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, 0.1577, 1.8690]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 27000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -1.0963, 1.5759]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 28000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, -0.8668, 0.6197]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 29000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, 0.1844, 0.3317]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 30000.00, Rho = -1.230
(iter 15) [0.0, 0.3891, 0.1723] = 455.8828, sampling [0.0, 0.6014, 0.3036]. Recommendation = [0.0, 0.3891, 0.1723], Current Cost = 31000.00, Rho = -1.230
