(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.8000, 0.4810]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.7165, 0.2157]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.8224, 0.6428]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -1.1252, 0.3749]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.4748, 0.2776]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.4129, 0.9769]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.9906, 0.7700]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.2217, 0.3868]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.9272, 0.9710]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.8458, 0.3027]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.5694, 0.0494]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.1624, 0.6008]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.4325, 0.1835] = 454.2468, sampling [1.0, -0.7249, 1.1011]. Recommendation = [0.0, -0.4325, 0.1835], Current Cost = 5017.00, Rho = 1.000
