(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.6551, 0.2869]. Recommendation = [0.0, 0.6699, -0.3026], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.5277, 0.8795]. Recommendation = [0.0, 0.6551, 0.2869], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.0493, 0.4773]. Recommendation = [0.0, 0.6551, 0.2869], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.2371, -0.0641]. Recommendation = [0.0, 0.6551, 0.2869], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.9970, 0.0673]. Recommendation = [0.0, 0.4075, 0.2455], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.8054, 0.5997]. Recommendation = [0.0, 0.4075, 0.2455], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.4075, 0.2455]. Recommendation = [0.0, 0.4075, 0.2455], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.2702, 0.7079]. Recommendation = [0.0, 0.7209, 0.4550], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.1919, 0.0984]. Recommendation = [0.0, 0.7209, 0.4550], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.1738, -0.3742]. Recommendation = [0.0, 0.3593, 0.1599], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.2414, -0.2504]. Recommendation = [0.0, 0.3593, 0.1599], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.6438, 0.5646]. Recommendation = [0.0, -0.0137, -0.1710], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.4985, -0.0057]. Recommendation = [0.0, -0.0137, -0.1710], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.2094, 0.3364]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.4068, 0.9286]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.9301, 1.2351]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.4920, 1.4524]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 1.0405, 0.8394]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.6178, 0.0474]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.0137, -0.1710]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.0776, -0.7568]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.3974, -0.7517]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.6603, 0.3224]. Recommendation = [0.0, -0.2903, 0.0145], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.1181, 0.9620]. Recommendation = [0.0, -0.3205, 0.1816], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.2642, -0.5097]. Recommendation = [0.0, -0.3205, 0.1816], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 1.3374, 1.1789]. Recommendation = [0.0, -0.3205, 0.1816], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.9436, 0.8159]. Recommendation = [0.0, -0.3205, 0.1816], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.9979, 0.0207]. Recommendation = [0.0, -0.3205, 0.1816], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.8726, 0.4993]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 1.0948, 1.5907]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -1.0099, 1.4348]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.6382, 1.1613]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -1.4297, 1.0032]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -1.1270, 1.1478]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -1.3527, 0.5241]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.7280, 1.8575]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 1.7611, 0.9899]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.3742, -0.2370]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -1.3991, 1.5763]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.6109, -0.1500]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.6351, 1.8823]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 1.0301, -0.6848]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.2856, 1.0381]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -1.8517, 1.5379]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.7988, 0.7901]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -1.0747, 1.6436]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -1.2618, 1.4821]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.7209, 0.4550]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.7023, 1.2617]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 1.4964, 1.9197]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 1.3059, 1.4054]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 1.8030, 1.7167]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, 0.4390, -0.4435]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.3205, 0.1816]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.5446, 1.4586]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, 0.6699, -0.3026] = 399.7406, sampling [1.0, -0.8936, 0.3008]. Recommendation = [0.0, 0.8054, 0.5997], Current Cost = 5060.00, Rho = 1.000
