(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.0914, -0.0170]. Recommendation = [0.0, -0.6258, 0.0107], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.0742, 0.4764]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.2062, 0.2143]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.1668, -0.1369]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.1595, -0.0110]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.0072, -0.0745]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.2794, 0.3881]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.4104, 0.2845]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.7853, 0.8403]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.5004, 0.9680]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.9923, 0.6674]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.6383, 0.1479]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.1874, -0.1617]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.4867, 0.3285]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.5605, 0.1209]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.3769, 0.5037]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.9118, 0.0970]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.8427, 0.8870]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 1.1873, 0.6722]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.2121, -0.3234]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.0494, 0.7480]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.0207, -0.3771]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.6716, 0.9237]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.6747, 0.3701]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.7118, 1.1707]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 1.0131, 0.6107]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 0.0265, 0.5620]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, -0.7052, 0.0518]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.6258, 0.0107] = 439.1416, sampling [1.0, 1.1492, 1.2584]. Recommendation = [0.0, -0.0914, -0.0170], Current Cost = 5033.00, Rho = 1.000
