(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.3892, 1.2265]. Recommendation = [0.0, 0.0899, 1.4272], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.2743, 1.0863]. Recommendation = [0.0, 0.3892, 1.2265], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.1751, 0.9512]. Recommendation = [0.0, 0.2743, 1.0863], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.1102, 1.0444]. Recommendation = [0.0, 0.1751, 0.9512], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.3814, 0.6294]. Recommendation = [0.0, 0.1751, 0.9512], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.5545, 0.5937]. Recommendation = [0.0, 0.3814, 0.6294], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.1562, 0.6563]. Recommendation = [0.0, 0.5545, 0.5937], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.5806, 0.1774]. Recommendation = [0.0, 0.5545, 0.5937], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.7614, 0.2891]. Recommendation = [0.0, 0.5806, 0.1774], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.6955, 0.1986]. Recommendation = [0.0, 0.5806, 0.1774], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.2198, 0.0716]. Recommendation = [0.0, 0.5806, 0.1774], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.1303, 0.1463]. Recommendation = [0.0, 0.2198, 0.0716], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.3403, -0.0245]. Recommendation = [0.0, 0.2198, 0.0716], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.2907, 0.0029]. Recommendation = [0.0, 0.2198, 0.0716], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0899, 1.4272] = 254.0813, sampling [1.0, 0.4918, -0.1348]. Recommendation = [0.0, 0.2198, 0.0716], Current Cost = 5019.00, Rho = 1.000
