(iter 5) [0.0, -0.5322, -0.1697] = 433.4336, sampling [0.0, -0.0528, -0.2180]. Recommendation = [0.0, -0.5322, -0.1697], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0528, -0.2180] = 450.3170, sampling [0.0, -0.1617, -0.6607]. Recommendation = [0.0, -0.0528, -0.2180], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0528, -0.2180] = 450.3170, sampling [0.0, 0.2927, 0.6702]. Recommendation = [0.0, -0.0528, -0.2180], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.0528, -0.2180] = 450.3170, sampling [0.0, -0.2721, 0.2699]. Recommendation = [0.0, -0.0528, -0.2180], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.2721, 0.2699] = 450.8456, sampling [0.0, 0.2865, 1.2586]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.2721, 0.2699] = 450.8456, sampling [0.0, 0.2596, 0.0299]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 1.0399, 0.9433]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.6501, 0.5038]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.6913, 0.9030]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 13000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.4095, 0.3021]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 14000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 1.5498, 1.3713]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 15000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 1.0796, 0.5801]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 16000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.0227, 0.6166]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 17000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 1.2156, 1.1317]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 18000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.2182, -0.5172]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 19000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.6299, 0.1780]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 20000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, -0.3592, -0.3170]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 21000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 1.2366, 1.9526]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 22000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.7219, 1.6701]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 23000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.4434, -0.0633]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 24000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, -0.6864, -0.7075]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 25000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.1021, -0.2869]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 26000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 1.1142, 1.6877]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 27000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 0.5525, 0.7362]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 28000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, -0.3863, 0.6259]. Recommendation = [0.0, -0.0995, -0.1178], Current Cost = 29000.00, Rho = -1.230
(iter 10) [0.0, 0.2596, 0.0299] = 455.6113, sampling [0.0, 1.2991, 0.7341]. Recommendation = [0.0, 0.2596, 0.0299], Current Cost = 30000.00, Rho = -1.230
