(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.4230, -0.2654]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.3070, -0.3890]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.4768, 0.2844]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.4835, -0.0433]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.0806, 0.3088]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.2496, -0.3678]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.1090, 0.9064]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.3369, -0.5708]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.7367, -0.2389]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.0579, -0.0174]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.3422, 1.4945]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.7620, 0.1462]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.6075, 0.8191]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.2992, 0.5902]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.5474, -0.6439]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.8303, 0.4617]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.5072, -0.1964]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.1650, -0.7020]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.2725, 0.3962]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.2617, 0.6395]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.1796, -0.0750]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.5190, 1.2514]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.0905, 0.2140]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.3900, 0.9991]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.0245, 1.2675]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.1206, 0.5403]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.8957, 0.7316]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.2758, -0.1580]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.4788, 1.9057]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.6654, 0.1396]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.6232, -0.2189]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.4065, -0.7663]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.0688, -0.7976]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.5271, 1.3408]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.0560, 0.3262]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.9775, 1.1403]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.4141, 0.2354]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.0314, -0.7395]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.8560, 0.9502]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.7624, 1.0943]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.0656, 1.4797]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.5791, 1.8185]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.5765, 0.6237]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.0191, 0.4405]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.3816, 1.0576]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.1324, 0.1280]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.4475, -0.2452]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.3294, 1.9836]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.1399, 1.5952]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.1331, 1.2861]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.6246, 0.9290]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.3562, 0.0158]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.1855, 0.2420]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.3894, -0.9496]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.3961, 0.4813]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.9325, 1.5460]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.0725, -0.9343]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.2478, 1.1857]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.3693, 1.4539]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.0447, 1.0249]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.7149, 0.7969]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.2619, 1.6936]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.9489, 0.4650]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.1253, 1.7387]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.4211, 0.8552]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.2223, 0.3714]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.4988, 1.7627]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.7278, 1.9596]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.3877, 1.4273]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.7021, -0.7138]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.4488, 1.2375]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.2307, -0.7742]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.5392, -0.3160]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.7014, 0.3467]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.9621, 1.8953]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.2013, 0.5055]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.1431, 1.1349]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5081.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.3585, 0.8024]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5082.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.0133, -0.1726]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5083.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.2136, 0.7131]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5084.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.5038, 0.0376]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5085.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.8409, 1.9879]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5086.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.1047, -1.3797]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5087.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.9517, -0.2721]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5088.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.3271, -1.2761]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5089.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.3656, 1.9324]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5090.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.7332, -0.9861]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5091.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.2496, 1.3775]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5092.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.5535, -0.5928]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5093.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.3197, -0.0635]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5094.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.7630, 1.5817]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5095.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.2048, 1.1154]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5096.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.0086, 1.4620]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5097.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.5751, 1.2982]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5098.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.6340, 1.6194]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5099.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.2260, 1.3687]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5100.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.2378, 1.0446]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5101.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.8598, 0.4282]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5102.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.0400, 1.1613]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5103.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.5672, 1.1838]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5104.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.6184, 0.0818]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5105.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.3020, 0.7631]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5106.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.1185, 1.7923]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5107.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.5076, 1.7821]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5108.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.6554, -1.1628]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5109.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.1571, -0.8606]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5110.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.3798, -1.8585]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5111.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.3289, 1.2161]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5112.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.2946, 1.6980]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5113.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.4352, 1.3229]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5114.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.5523, 1.3489]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5115.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.6755, 1.6153]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5116.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.8982, 0.1825]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5117.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.4953, 1.5096]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5118.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.9988, 1.7463]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5119.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.2563, -1.6461]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5120.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.6694, -0.3251]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5121.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.0671, -1.1179]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5122.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.3201, -0.1066]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5123.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.0244, 0.4104]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5124.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.7939, 1.0748]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5125.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.0989, -0.5450]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5126.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.9142, 1.2064]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5127.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.6269, 1.8713]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5128.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.1715, 1.4011]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5129.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -0.3639, -0.9134]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5130.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, -1.1868, -1.9552]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5131.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 0.2055, 1.8529]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5132.00, Rho = 1.000
(iter 10) [0.0, -0.1890, -0.4057] = 435.4040, sampling [1.0, 1.1782, -1.9707]. Recommendation = [0.0, -0.1890, -0.4057], Current Cost = 5133.00, Rho = 1.000
