(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.4212, 0.7306]. Recommendation = [0.0, 1.0448, 1.1106], Current Cost = 5005.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.0546, 1.0506]. Recommendation = [0.0, -0.4212, 0.7306], Current Cost = 5006.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.8205, 0.5749]. Recommendation = [0.0, -0.4212, 0.7306], Current Cost = 5007.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.6937, 0.1892]. Recommendation = [0.0, -0.8205, 0.5749], Current Cost = 5008.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.0403, 0.3216]. Recommendation = [0.0, -0.8205, 0.5749], Current Cost = 5009.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.3424, 0.3879]. Recommendation = [0.0, -0.8205, 0.5749], Current Cost = 5010.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.7479, 0.8951]. Recommendation = [0.0, -0.3424, 0.3879], Current Cost = 5011.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.5169, 0.0990]. Recommendation = [0.0, -0.3424, 0.3879], Current Cost = 5012.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.7197, 0.6990]. Recommendation = [0.0, -0.5169, 0.0990], Current Cost = 5013.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.2575, 0.1748]. Recommendation = [0.0, -0.5169, 0.0990], Current Cost = 5014.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.4410, -0.1528]. Recommendation = [0.0, -0.2575, 0.1748], Current Cost = 5015.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.0824, 0.3806]. Recommendation = [0.0, -0.2575, 0.1748], Current Cost = 5016.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.3058, -0.0331]. Recommendation = [0.0, -0.2575, 0.1748], Current Cost = 5017.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.9202, -0.2571]. Recommendation = [0.0, -0.2575, 0.1748], Current Cost = 5018.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.1565, 0.8322]. Recommendation = [0.0, -0.2575, 0.1748], Current Cost = 5019.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.2288, 0.0410]. Recommendation = [0.0, -0.2575, 0.1748], Current Cost = 5020.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.8928, 1.1809]. Recommendation = [0.0, -0.2288, 0.0410], Current Cost = 5021.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.5792, 1.0112]. Recommendation = [0.0, -0.2288, 0.0410], Current Cost = 5022.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.9006, 1.0016]. Recommendation = [0.0, -0.2288, 0.0410], Current Cost = 5023.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.6642, 1.1252]. Recommendation = [0.0, -0.2288, 0.0410], Current Cost = 5024.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.1485, 0.4099]. Recommendation = [0.0, -0.2288, 0.0410], Current Cost = 5025.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.0456, 0.4884]. Recommendation = [0.0, -0.2288, 0.0410], Current Cost = 5026.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.1125, 0.0242]. Recommendation = [0.0, -0.2288, 0.0410], Current Cost = 5027.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.0214, -0.1794]. Recommendation = [0.0, 0.1125, 0.0242], Current Cost = 5028.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.1938, -0.2918]. Recommendation = [0.0, 0.1125, 0.0242], Current Cost = 5029.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.2251, 0.2880]. Recommendation = [0.0, 0.1125, 0.0242], Current Cost = 5030.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.1894, 0.0682]. Recommendation = [0.0, 0.1125, 0.0242], Current Cost = 5031.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.3221, 0.6087]. Recommendation = [0.0, 0.1894, 0.0682], Current Cost = 5032.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.3029, 0.4505]. Recommendation = [0.0, 0.1894, 0.0682], Current Cost = 5033.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.5373, 0.5456]. Recommendation = [0.0, 0.1894, 0.0682], Current Cost = 5034.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.4276, 0.7640]. Recommendation = [0.0, 0.1894, 0.0682], Current Cost = 5035.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.1625, -0.3331]. Recommendation = [0.0, 0.1894, 0.0682], Current Cost = 5036.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.4450, -0.1089]. Recommendation = [0.0, 0.1894, 0.0682], Current Cost = 5037.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.5775, 0.0840]. Recommendation = [0.0, 0.4450, -0.1089], Current Cost = 5038.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.5440, -0.1154]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5039.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.8396, 0.6570]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5040.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.8150, 0.4437]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5041.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.0513, -0.5686]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5042.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.6509, 1.6606]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5043.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.2991, -0.3684]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5044.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.3046, -0.6669]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5045.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.5972, -0.4931]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5046.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.2065, -0.7796]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5047.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.4504, 0.5001]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5048.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.8329, 0.2803]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5049.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.5709, 0.9500]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5050.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.3863, 1.6681]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5051.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.0078, 0.7914]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5052.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.5927, 0.7066]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5053.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.6127, -0.6737]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5054.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.8990, -0.0254]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5055.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.8697, -0.1734]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5056.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.0416, -0.9508]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5057.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.0319, 1.4573]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5058.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.7723, 1.3608]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5059.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.3225, 1.5053]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5060.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.2306, 1.7841]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5061.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.0948, 1.7004]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5062.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.5424, 1.8426]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5063.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.5640, 1.6311]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5064.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.7639, 1.9602]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5065.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.9712, 1.8256]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5066.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.6198, -0.2348]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5067.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.3491, -1.0745]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5068.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.1429, 1.8057]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5069.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.2096, -0.4010]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5070.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.4700, -0.3068]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5071.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -0.3701, 1.0667]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5072.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, -1.8825, 1.4169]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5073.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.3144, 0.7736]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5074.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.2624, 1.1490]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5075.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.2476, 1.4282]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5076.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.1167, 1.6079]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5077.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.9233, 1.2931]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5078.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.3285, 1.4920]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5079.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.5133, 1.2234]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5080.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.2169, 1.5938]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5081.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.8218, 1.7680]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5082.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.8556, 1.9798]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5083.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.9739, -0.0952]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5084.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 1.2868, 0.5363]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5085.00, Rho = 0.671
(iter 10) [0.0, 1.0448, 1.1106] = 456.2616, sampling [1.0, 0.7317, 1.5206]. Recommendation = [0.0, 0.5775, 0.0840], Current Cost = 5086.00, Rho = 0.671
