(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.5718, 0.7189]. Recommendation = [0.0, -0.2312, 0.4555], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 1.1801, 0.7467]. Recommendation = [0.0, 0.4492, 0.5030], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.2753, 0.4170]. Recommendation = [0.0, 0.4492, 0.5030], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.4997, 1.3446]. Recommendation = [0.0, 0.4492, 0.5030], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.7134, 0.3092]. Recommendation = [0.0, 0.4492, 0.5030], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.1832, 0.0861]. Recommendation = [0.0, 0.7134, 0.3092], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.1348, 0.8923]. Recommendation = [0.0, 0.1832, 0.0861], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.9839, 0.9611]. Recommendation = [0.0, 0.1832, 0.0861], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 1.3338, 0.2078]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.4715, -0.0068]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.1343, -0.0893]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.3698, 0.0624]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 1.0800, 1.2322]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.7323, 0.8673]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.6757, 0.6579]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.7176, 0.2089]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.3110, 0.8213]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.2115, -0.1269]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.4492, 0.5030]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 1.1615, 1.7178]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.4149, 1.5391]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.8065, 1.7510]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 1.8574, 1.5181]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.8669, 1.1346]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.0128, 0.5615]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.0375, 0.0045]. Recommendation = [0.0, 0.0375, 0.0045], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.7755, 0.3997]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.5350, 0.0339]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.9650, 0.7230]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.7203, 0.9019]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -1.0450, 1.1037]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -1.1682, 0.4880]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -1.3269, 1.0376]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.9231, 0.3720]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -1.2343, 1.5215]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -1.0116, 1.2963]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -1.1529, 1.9073]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.9886, 1.6590]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -1.7085, 1.7668]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -1.3587, 1.3628]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 1.2785, 0.9507]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.3378, 0.6221]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.2043, -0.3443]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, -0.4379, -0.1337]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.2312, 0.4555] = 438.6169, sampling [1.0, 0.4149, -0.3039]. Recommendation = [0.0, 0.9839, 0.9611], Current Cost = 5049.00, Rho = 1.000
