(iter 5) [0.0, -0.2115, -0.2708] = 444.8754, sampling [0.0, -0.9383, 0.4110]. Recommendation = [0.0, -0.2115, -0.2708], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.2115, -0.2708] = 444.8754, sampling [0.0, -0.8269, -0.1826]. Recommendation = [0.0, -0.2115, -0.2708], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.2115, -0.2708] = 444.8754, sampling [0.0, -0.5832, 0.6889]. Recommendation = [0.0, -0.2115, -0.2708], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.2115, -0.2708] = 444.8754, sampling [0.0, -0.3739, 0.1856]. Recommendation = [0.0, -0.2115, -0.2708], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.8421, 0.9968]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -1.1143, 0.7147]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -1.5489, 0.2526]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.4215, 1.3853]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.5666, 0.1972]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.2034, 0.4431]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.4109, -0.0112]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.3233, -0.9458]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.5402, -0.3757]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.3900, 0.4745]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.3584, 0.8476]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -1.4926, 1.8845]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 20000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -1.5165, 1.4631]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 21000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.8635, 1.6811]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 22000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -1.2157, 1.3934]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 23000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.1395, 0.1412]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 24000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.0809, 0.3146]. Recommendation = [0.0, -0.2378, 0.2369], Current Cost = 25000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.0955, -0.3531]. Recommendation = [0.0, -0.2378, 0.2369], Current Cost = 26000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.1540, -0.1372]. Recommendation = [0.0, -0.1540, -0.1372], Current Cost = 27000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.0679, -0.5696]. Recommendation = [0.0, -0.2378, 0.2369], Current Cost = 28000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.3217, 0.8545]. Recommendation = [0.0, -0.2378, 0.2369], Current Cost = 29000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.3781, 0.4265]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 30000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.0456, 1.0359]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 31000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.2307, -0.1703]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 32000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -1.8712, 1.6434]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 33000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.1057, 1.9798]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 34000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.6288, 1.0928]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 35000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.2378, 0.2369]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 36000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.8955, -1.0024]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 37000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.0025, 0.3746]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 38000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.3178, 0.6685]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 39000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.5239, 0.0344]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 40000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.4608, 0.6389]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 41000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -1.2406, 1.0676]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 42000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, -0.1238, -0.3285]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 43000.00, Rho = -1.230
(iter 8) [0.0, -0.3739, 0.1856] = 454.2030, sampling [0.0, 0.6562, 0.2946]. Recommendation = [0.0, -0.3739, 0.1856], Current Cost = 44000.00, Rho = -1.230
(iter 44) [0.0, 0.6562, 0.2946] = 454.3309, sampling [0.0, 0.7906, 0.9328]. Recommendation = [0.0, 0.6562, 0.2946], Current Cost = 45000.00, Rho = -1.230
(iter 44) [0.0, 0.6562, 0.2946] = 454.3309, sampling [0.0, 0.7324, 0.4832]. Recommendation = [0.0, 0.6562, 0.2946], Current Cost = 46000.00, Rho = -1.230
(iter 46) [0.0, 0.7324, 0.4832] = 455.9450, sampling [0.0, 0.8660, 0.7252]. Recommendation = [0.0, 0.7324, 0.4832], Current Cost = 47000.00, Rho = -1.230
(iter 47) [0.0, 0.8660, 0.7252] = 456.2210, sampling [0.0, 1.0888, 1.4337]. Recommendation = [0.0, 0.8660, 0.7252], Current Cost = 48000.00, Rho = -1.230
