(iter 5) [0.0, 0.9131, 0.2250] = 419.2384, sampling [0.0, 0.5861, 0.7413]. Recommendation = [0.0, 0.9131, 0.2250], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.5861, 0.7413] = 440.3052, sampling [0.0, 0.4268, 0.5364]. Recommendation = [0.0, 0.5861, 0.7413], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.4268, 0.5364] = 443.4262, sampling [0.0, 0.8458, 0.5759]. Recommendation = [0.0, 0.4268, 0.5364], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, 0.5979, 1.2093]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.9937, 1.2911]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.6985, 1.5980]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.9172, 0.8895]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -1.3528, 1.2504]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.7396, 1.0673]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.3752, 0.5532]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, 0.1018, 0.6465]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.7558, 0.6257]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -1.1645, 0.7300]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.6786, 0.8448]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 18000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.0717, 0.3817]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 19000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.6293, 0.2947]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 20000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.9346, 0.4236]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 21000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.3219, 0.2772]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 22000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, 0.7569, 0.3218]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 23000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -1.8077, 0.8629]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 24000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -1.1505, 1.7355]. Recommendation = [0.0, -0.7160, 0.4802], Current Cost = 25000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -1.2227, 1.3785]. Recommendation = [0.0, -0.7160, 0.4802], Current Cost = 26000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.7160, 0.4802]. Recommendation = [0.0, -0.7160, 0.4802], Current Cost = 27000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, 0.3737, 0.8001]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 28000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, -0.9093, 0.6934]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 29000.00, Rho = -1.230
(iter 7) [0.0, 0.8458, 0.5759] = 454.3285, sampling [0.0, 1.1306, 0.7625]. Recommendation = [0.0, 0.8458, 0.5759], Current Cost = 30000.00, Rho = -1.230
