(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.7593, 0.1712]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5005.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.6307, 0.9877]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5006.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.6117, 0.5276]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5007.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.2509, 1.5832]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5008.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.1258, 1.1699]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5009.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.9601, 1.4956]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5010.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.4399, 1.6619]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5011.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.8353, 0.8180]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5012.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.5760, -0.1065]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5013.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.4779, 1.3022]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5014.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.5527, 1.3509]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5015.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.1608, 0.7053]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5016.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.4129, 0.7491]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5017.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.2726, 1.9069]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5018.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.2979, 1.7384]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5019.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.8902, -0.1647]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5020.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.0548, 0.2165]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5021.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.4932, -0.1124]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5022.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.8735, 0.9699]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5023.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.1526, 0.2474]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5024.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.3414, 0.5978]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5025.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.3482, 1.4349]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5026.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.0821, 1.6069]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5027.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.4482, 1.9945]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5028.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.0616, 0.9360]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5029.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.9413, 1.9792]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5030.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.1776, -0.0043]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5031.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.4705, -0.2875]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5032.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.6698, -0.3096]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5033.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.7869, 0.7019]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5034.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.7475, 1.1378]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5035.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.9853, 1.3672]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5036.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.2263, -0.1403]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5037.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.6228, 1.8620]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5038.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.6569, 1.4681]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5039.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.1993, 0.7747]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5040.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.5097, 0.6865]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5041.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.5288, 0.8008]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5042.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.6731, 1.7604]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5043.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.4019, 1.6268]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5044.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.0099, 0.3797]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5045.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.3228, -0.4318]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5046.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.5157, -0.3624]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5047.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -0.4346, 1.2695]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5048.00, Rho = 0.295
(iter 10) [0.0, -0.5361, -0.1934] = 430.8193, sampling [1.0, -1.2854, 1.7030]. Recommendation = [0.0, -0.5361, -0.1934], Current Cost = 5049.00, Rho = 0.295
