(iter 5) [0.0, -0.7332, -0.5126] = 343.0169, sampling [0.0, -0.5535, -0.4983]. Recommendation = [0.0, -0.7332, -0.5126], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.5535, -0.4983] = 389.1455, sampling [0.0, -0.5143, -0.2980]. Recommendation = [0.0, -0.5535, -0.4983], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, -0.5143, -0.2980] = 422.3599, sampling [0.0, -0.4794, -0.2004]. Recommendation = [0.0, -0.5143, -0.2980], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, -0.4794, -0.2004] = 435.5958, sampling [0.0, -0.3658, -0.0240]. Recommendation = [0.0, -0.4794, -0.2004], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.3658, -0.0240] = 451.9430, sampling [0.0, -0.2926, 0.0423]. Recommendation = [0.0, -0.3658, -0.0240], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, -0.2926, 0.0423] = 454.4416, sampling [0.0, -0.0115, -0.1414]. Recommendation = [0.0, -0.2926, 0.0423], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, -0.2926, 0.0423] = 454.4416, sampling [0.0, -0.1291, -0.3090]. Recommendation = [0.0, -0.2926, 0.0423], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, -0.2926, 0.0423] = 454.4416, sampling [0.0, -0.1658, 0.4144]. Recommendation = [0.0, -0.2926, 0.0423], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, -0.2926, 0.0423] = 454.4416, sampling [0.0, 0.3009, 0.2932]. Recommendation = [0.0, -0.2926, 0.0423], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, -0.2926, 0.0423] = 454.4416, sampling [0.0, 0.1033, -0.2726]. Recommendation = [0.0, -0.2926, 0.0423], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, -0.2926, 0.0423] = 454.4416, sampling [0.0, 0.2285, -0.2513]. Recommendation = [0.0, -0.2926, 0.0423], Current Cost = 15000.00, Rho = -1.230
(iter 9) [0.0, -0.2926, 0.0423] = 454.4416, sampling [0.0, 0.4833, 0.1427]. Recommendation = [0.0, -0.2926, 0.0423], Current Cost = 16000.00, Rho = -1.230
(iter 16) [0.0, 0.4833, 0.1427] = 455.2066, sampling [0.0, 0.4737, -0.0525]. Recommendation = [0.0, 0.4833, 0.1427], Current Cost = 17000.00, Rho = -1.230
(iter 16) [0.0, 0.4833, 0.1427] = 455.2066, sampling [0.0, 0.0129, 0.6626]. Recommendation = [0.0, 0.4833, 0.1427], Current Cost = 18000.00, Rho = -1.230
(iter 16) [0.0, 0.4833, 0.1427] = 455.2066, sampling [0.0, -0.1836, 0.5415]. Recommendation = [0.0, 0.4833, 0.1427], Current Cost = 19000.00, Rho = -1.230
(iter 16) [0.0, 0.4833, 0.1427] = 455.2066, sampling [0.0, -0.4543, 0.4250]. Recommendation = [0.0, 0.4833, 0.1427], Current Cost = 20000.00, Rho = -1.230
(iter 16) [0.0, 0.4833, 0.1427] = 455.2066, sampling [0.0, -0.5768, 0.3681]. Recommendation = [0.0, 0.4833, 0.1427], Current Cost = 21000.00, Rho = -1.230
(iter 16) [0.0, 0.4833, 0.1427] = 455.2066, sampling [0.0, 0.6590, -0.0073]. Recommendation = [0.0, 0.4833, 0.1427], Current Cost = 22000.00, Rho = -1.230
(iter 16) [0.0, 0.4833, 0.1427] = 455.2066, sampling [0.0, 0.7028, 0.2029]. Recommendation = [0.0, 0.4833, 0.1427], Current Cost = 23000.00, Rho = -1.230
