(iter 5) [0.0, 0.4972, -0.3145] = 424.5036, sampling [0.0, 0.1938, 0.1641]. Recommendation = [0.0, 0.4972, -0.3145], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.1938, 0.1641] = 454.0474, sampling [0.0, 0.0970, -0.0136]. Recommendation = [0.0, 0.1938, 0.1641], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.0970, -0.0136] = 455.4317, sampling [0.0, 0.2491, -0.2428]. Recommendation = [0.0, 0.0970, -0.0136], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.0970, -0.0136] = 455.4317, sampling [0.0, 0.4276, 0.2028]. Recommendation = [0.0, 0.0970, -0.0136], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.4276, 0.2028] = 455.9325, sampling [0.0, 0.2325, 0.5230]. Recommendation = [0.0, 0.4276, 0.2028], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.4276, 0.2028] = 455.9325, sampling [0.0, 0.3317, 0.3611]. Recommendation = [0.0, 0.4276, 0.2028], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.4276, 0.2028] = 455.9325, sampling [0.0, -0.1244, 0.1093]. Recommendation = [0.0, 0.4276, 0.2028], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.4276, 0.2028] = 455.9325, sampling [0.0, -0.2105, 0.4825]. Recommendation = [0.0, 0.4276, 0.2028], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.4276, 0.2028] = 455.9325, sampling [0.0, -0.3765, 0.3468]. Recommendation = [0.0, 0.4276, 0.2028], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.4276, 0.2028] = 455.9325, sampling [0.0, -0.1899, -0.1296]. Recommendation = [0.0, 0.4276, 0.2028], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.4276, 0.2028] = 455.9325, sampling [0.0, -0.3539, -0.0380]. Recommendation = [0.0, 0.4276, 0.2028], Current Cost = 15000.00, Rho = -1.230
