(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.0044, 0.4554]. Recommendation = [0.0, -0.0218, -0.1950], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.2767, 0.9876]. Recommendation = [0.0, -0.0218, -0.1950], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.0966, 0.0800]. Recommendation = [0.0, -0.0218, -0.1950], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.6303, 0.5263]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.4449, 0.8889]. Recommendation = [0.0, 0.0966, 0.0800], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.1808, 0.2557]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.5853, 0.5375]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.4249, 0.0358]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.5903, 0.2908]. Recommendation = [0.0, 0.1391, 0.1904], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.1391, 0.1904]. Recommendation = [0.0, 0.1391, 0.1904], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.7816, 0.9700]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.6849, 0.6963]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.8903, 0.8200]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.8083, 0.2848]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.1173, 0.9472]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.7251, 0.6480]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.1793, 0.0274]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.9412, 0.7505]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 1.2307, 0.6573]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.2957, 0.7671]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.7042, 0.3844]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.7023, 1.4188]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.6130, 0.8494]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.0588, 0.0125]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, 0.2229, -0.2384]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.0218, -0.1950] = 451.4348, sampling [1.0, -0.0816, 1.5906]. Recommendation = [0.0, 0.0588, 0.0125], Current Cost = 5030.00, Rho = 1.000
