(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, 0.2813, 0.0267]. Recommendation = [0.0, 0.4161, -0.2143], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, 0.2699, -0.1580]. Recommendation = [0.0, 0.2813, 0.0267], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.1822, 0.0802]. Recommendation = [0.0, 0.2813, 0.0267], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.1081, 0.3208]. Recommendation = [0.0, 0.2813, 0.0267], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, 0.3448, 0.1784]. Recommendation = [0.0, 0.2813, 0.0267], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.1930, -0.0211]. Recommendation = [0.0, 0.3448, 0.1784], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.3295, 0.0132]. Recommendation = [0.0, 0.3448, 0.1784], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.3185, 0.2480]. Recommendation = [0.0, 0.3448, 0.1784], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.0181, 0.5252]. Recommendation = [0.0, 0.3448, 0.1784], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.3900, -0.1242]. Recommendation = [0.0, 0.3448, 0.1784], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, 0.1906, -0.3376]. Recommendation = [0.0, 0.3448, 0.1784], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.1749, -0.3958]. Recommendation = [0.0, 0.3448, 0.1784], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.4161, -0.2143] = 440.9487, sampling [1.0, -0.5976, 0.4124]. Recommendation = [0.0, 0.3448, 0.1784], Current Cost = 5017.00, Rho = 1.000
