(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.2629, 0.9941]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.8231, 1.4696]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.0800, 0.1915]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.1986, 0.5970]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.3771, 0.3087]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.0763, 0.4012]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.1211, 0.0537]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.9135, 1.1321]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.7308, 0.9741]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.1407, -0.2085]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.6118, 0.7260]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.1826, 1.2533]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.9901, 0.9908]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.1291, -0.0078]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.6524, 0.4647]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.8354, 0.7156]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.0067, -0.4971]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.5499, 0.8631]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.4016, 0.3648]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.5429, 1.3026]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.8491, 0.9283]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.2652, -0.1637]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.0530, 0.5514]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.1873, 1.1100]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.1751, 0.8392]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.4992, 0.2182]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.5196, 0.6596]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.3534, 0.5263]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.2301, -0.3412]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.7426, 0.5667]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.2375, -0.4392]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.1440, 0.9517]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.7956, 0.6486]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.9823, 0.9267]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.5668, 1.1360]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.6600, 0.1270]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.1587, -0.5348]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.3597, 1.2399]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.1044, 0.4869]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.0171, 1.3683]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.5898, 0.6912]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.0700, -0.5955]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 1.1361, 1.0096]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.9617, 1.2758]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.5838, -0.1486]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.8945, 0.6767]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.1111, -0.4881]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.0441, 0.4477]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.8087, 0.6139]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.5952, 1.7960]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5054.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.9043, 0.5104]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5055.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.2140, 1.1697]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5056.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.0044, 0.9115]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5057.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.4182, -0.4184]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5058.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.2364, 0.7748]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5059.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.8379, 1.4241]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5060.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.3418, 1.8301]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5061.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.6439, 1.5522]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5062.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 1.2496, 1.4095]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5063.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 1.3664, 1.0578]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5064.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.2504, 1.0742]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5065.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.9654, 0.1313]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5066.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.3874, 1.2045]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5067.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 1.0113, 1.4411]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5068.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.7207, -0.3110]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5069.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.6318, 1.3960]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5070.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.4547, -0.6989]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5071.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 1.0973, 1.7189]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5072.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.6521, 1.7791]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5073.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.9261, 0.2026]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5074.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.1067, 1.0415]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5075.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 1.5212, 1.2948]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5076.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.4372, -0.6638]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5077.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -0.6250, -0.2724]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5078.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, 0.1263, 0.8126]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5079.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.3682, 1.9223]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5080.00, Rho = 1.000
(iter 10) [0.0, -1.0359, 1.5161] = 432.5211, sampling [1.0, -1.5628, 0.7862]. Recommendation = [0.0, -1.0359, 1.5161], Current Cost = 5081.00, Rho = 1.000
