(iter 5) [0.0, -0.8848, 1.3821] = 416.8468, sampling [0.0, -0.7891, 1.5791]. Recommendation = [0.0, -0.8848, 1.3821], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.8848, 1.3821] = 416.8468, sampling [0.0, -0.7785, 1.2302]. Recommendation = [0.0, -0.8848, 1.3821], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.8848, 1.3821] = 416.8468, sampling [0.0, -0.5418, 1.2897]. Recommendation = [0.0, -0.8848, 1.3821], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.8848, 1.3821] = 416.8468, sampling [0.0, -1.0704, 1.3755]. Recommendation = [0.0, -0.8848, 1.3821], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -1.0704, 1.3755] = 446.7346, sampling [0.0, -1.0865, 1.4681]. Recommendation = [0.0, -1.0704, 1.3755], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -1.0704, 1.3755] = 446.7346, sampling [0.0, -1.1396, 1.1802]. Recommendation = [0.0, -1.0704, 1.3755], Current Cost = 10000.00, Rho = -1.230
(iter 10) [0.0, -1.1396, 1.1802] = 450.3173, sampling [0.0, -1.3596, 1.1442]. Recommendation = [0.0, -1.1396, 1.1802], Current Cost = 11000.00, Rho = -1.230
(iter 10) [0.0, -1.1396, 1.1802] = 450.3173, sampling [0.0, -1.1208, 0.9767]. Recommendation = [0.0, -1.1396, 1.1802], Current Cost = 12000.00, Rho = -1.230
(iter 10) [0.0, -1.1396, 1.1802] = 450.3173, sampling [0.0, -0.9307, 0.9017]. Recommendation = [0.0, -1.1396, 1.1802], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.7268, 0.8372]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.5621, 0.7421]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.2530, 0.6848]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 16000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.5114, 0.5644]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 17000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.5498, 0.6332]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 18000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.3260, 0.5199]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 19000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.4121, 0.4161]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 20000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.2746, 0.2737]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 21000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.3755, 0.3086]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 22000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, 0.0177, 0.2995]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 23000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.0435, 0.4935]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 24000.00, Rho = -1.230
(iter 13) [0.0, -0.9307, 0.9017] = 452.4467, sampling [0.0, -0.1612, 0.1788]. Recommendation = [0.0, -0.9307, 0.9017], Current Cost = 25000.00, Rho = -1.230
(iter 25) [0.0, -0.1612, 0.1788] = 452.6165, sampling [0.0, -0.2205, 0.0913]. Recommendation = [0.0, -0.1612, 0.1788], Current Cost = 26000.00, Rho = -1.230
(iter 26) [0.0, -0.2205, 0.0913] = 454.6280, sampling [0.0, 0.0361, -0.1141]. Recommendation = [0.0, -0.2205, 0.0913], Current Cost = 27000.00, Rho = -1.230
