(iter 5) [0.0, 0.2233, -0.7027] = 399.0593, sampling [0.0, 0.1119, 0.2938]. Recommendation = [0.0, 0.2233, -0.7027], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.1119, 0.2938] = 447.5986, sampling [0.0, 0.1148, 0.9153]. Recommendation = [0.0, 0.1119, 0.2938], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.1119, 0.2938] = 447.5986, sampling [0.0, -0.3394, 0.4373]. Recommendation = [0.0, 0.1119, 0.2938], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.1119, 0.2938] = 447.5986, sampling [0.0, -0.3650, -0.0940]. Recommendation = [0.0, 0.1119, 0.2938], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, -0.3650, -0.0940] = 449.2713, sampling [0.0, 0.0124, -0.3348]. Recommendation = [0.0, -0.1366, 0.3664], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, -0.3650, -0.0940] = 449.2713, sampling [0.0, -1.2023, 1.8347]. Recommendation = [0.0, -0.1366, 0.3664], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, -0.3650, -0.0940] = 449.2713, sampling [0.0, -0.4340, 1.9049]. Recommendation = [0.0, -0.1366, 0.3664], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, -0.3650, -0.0940] = 449.2713, sampling [0.0, -1.8405, 1.5096]. Recommendation = [0.0, -0.1366, 0.3664], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, -0.3650, -0.0940] = 449.2713, sampling [0.0, 0.7365, 0.6066]. Recommendation = [0.0, -0.1366, 0.3664], Current Cost = 13000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 0.4262, -0.1141]. Recommendation = [0.0, 0.7365, 0.6066], Current Cost = 14000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 0.4009, 0.5155]. Recommendation = [0.0, 0.0417, 0.0266], Current Cost = 15000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 0.0417, 0.0266]. Recommendation = [0.0, 0.0417, 0.0266], Current Cost = 16000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 1.4137, 1.2520]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 17000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 1.6960, 1.9255]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 18000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 0.6896, 1.1707]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 19000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 1.2452, 0.7782]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 20000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 1.1153, 1.5944]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 21000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, -1.0521, 1.1029]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 22000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, -0.6365, 0.5796]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 23000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 1.9227, 1.5545]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 24000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 0.7625, 0.1045]. Recommendation = [0.0, 0.1903, -0.0381], Current Cost = 25000.00, Rho = -1.230
(iter 13) [0.0, 0.7365, 0.6066] = 455.8172, sampling [0.0, 0.9506, 0.8608]. Recommendation = [0.0, 0.3338, 0.1195], Current Cost = 26000.00, Rho = -1.230
