(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.7628, 1.2453]. Recommendation = [0.0, -0.8647, 1.3775], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.5775, 1.2807]. Recommendation = [0.0, -0.8647, 1.3775], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.9010, 0.9568]. Recommendation = [0.0, -0.8647, 1.3775], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.7978, 0.7112]. Recommendation = [0.0, -0.9010, 0.9568], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.9165, 0.8657]. Recommendation = [0.0, -0.7978, 0.7112], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.8613, 0.5890]. Recommendation = [0.0, -0.9165, 0.8657], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.6139, 0.3327]. Recommendation = [0.0, -0.9165, 0.8657], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.4712, 0.4396]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.4025, 0.6465]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.8331, 0.3460]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.6024, 0.1487]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.7403, 0.1725]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.5418, 0.1180]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.4239, -0.0182]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.7061, -0.1026]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.3209, 0.0094]. Recommendation = [0.0, -0.6139, 0.3327], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.1325, 0.1915]. Recommendation = [0.0, -0.3209, 0.0094], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.5201, -0.1629]. Recommendation = [0.0, -0.3209, 0.0094], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.9682, 0.5517]. Recommendation = [0.0, -0.3209, 0.0094], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.0184, -0.0667]. Recommendation = [0.0, -0.3209, 0.0094], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.0130, 0.1078]. Recommendation = [0.0, -0.0184, -0.0667], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.4541, -0.4481]. Recommendation = [0.0, -0.0184, -0.0667], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.0694, -0.1296]. Recommendation = [0.0, -0.0184, -0.0667], Current Cost = 5027.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.0523, 0.3824]. Recommendation = [0.0, -0.0184, -0.0667], Current Cost = 5028.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.3484, 0.7690]. Recommendation = [0.0, -0.0184, -0.0667], Current Cost = 5029.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.8303, 0.0820]. Recommendation = [0.0, -0.0184, -0.0667], Current Cost = 5030.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.2435, 0.1419]. Recommendation = [0.0, -0.0184, -0.0667], Current Cost = 5031.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.5114, -0.3260]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5032.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.1260, -0.5375]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5033.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.2557, -0.7294]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5034.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.2575, 0.5210]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5035.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.2246, 0.6305]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5036.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.4226, 0.0183]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5037.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.1546, 1.0012]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5038.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.3653, 0.4976]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5039.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -1.0845, 0.9735]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5040.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -1.1659, 0.6583]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5041.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.8097, -0.2423]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5042.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.3943, 0.5967]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5043.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.5778, -0.0834]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5044.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.4425, -0.5030]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5045.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.5643, 0.4852]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5046.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.3363, 0.8173]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5047.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.0027, -0.7694]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5048.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.1585, -0.5988]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5049.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.7257, 0.0789]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5050.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.7141, -0.0035]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5051.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -0.3989, -0.6251]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5052.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, -1.2057, 0.4084]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5053.00, Rho = 1.000
(iter 10) [0.0, -0.8647, 1.3775] = 413.1495, sampling [1.0, 0.6586, 0.7482]. Recommendation = [0.0, 0.2435, 0.1419], Current Cost = 5054.00, Rho = 1.000
