(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.3589, 0.5406]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5005.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, -0.1844, 1.0571]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5006.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.8145, -0.0969]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5007.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 1.0320, 0.9390]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5008.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.7312, 1.3958]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5009.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, -0.1610, 0.3710]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5010.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.3961, -0.3679]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5011.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 1.7334, 1.0114]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5012.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.1861, 1.9833]. Recommendation = [0.0, 0.1348, 0.2656], Current Cost = 5013.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.1348, 0.2656]. Recommendation = [0.0, 0.1348, 0.2656], Current Cost = 5014.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.7466, 0.4540]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5015.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, -0.7508, 0.4710]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5016.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, -0.7637, 1.1263]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5017.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, -0.4524, 0.8228]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5018.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.2380, 1.0777]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5019.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, -0.4391, 0.1276]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5020.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 0.6263, 0.1552]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5021.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, -1.2650, 1.4471]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5022.00, Rho = 0.965
(iter 10) [0.0, -0.1409, -0.2752] = 446.2933, sampling [1.0, 1.3200, -0.6724]. Recommendation = [0.0, -0.1409, -0.2752], Current Cost = 5023.00, Rho = 0.965
