(iter 5) [0.0, 0.9305, 1.4870] = 417.7051, sampling [0.0, 1.0542, 1.2303]. Recommendation = [0.0, 0.9305, 1.4870], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 1.0542, 1.2303] = 454.8823, sampling [0.0, 1.2384, 1.1158]. Recommendation = [0.0, 1.0542, 1.2303], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 1.0542, 1.2303] = 454.8823, sampling [0.0, 1.0323, 1.0609]. Recommendation = [0.0, 1.0542, 1.2303], Current Cost = 7000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 0.7773, 1.1029]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 8000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 0.8827, 0.8459]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 9000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 1.2894, 0.8765]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 10000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 1.1743, 1.3586]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 11000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 0.6429, 0.7861]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 12000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 1.1668, 1.3881]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 13000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 1.4857, 1.4444]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 14000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 0.6345, 0.9188]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 15000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 1.2181, 1.5525]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 16000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 1.1463, 1.6092]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 17000.00, Rho = -1.230
(iter 7) [0.0, 1.0323, 1.0609] = 456.2967, sampling [0.0, 1.3212, 1.6864]. Recommendation = [0.0, 1.0323, 1.0609], Current Cost = 18000.00, Rho = -1.230
