(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -0.1579, 0.2045]. Recommendation = [0.0, 0.4547, -0.0037], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, 0.1137, 0.8712]. Recommendation = [0.0, -0.1579, 0.2045], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -1.0483, 0.9799]. Recommendation = [0.0, -0.1423, 0.3868], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -0.5268, 1.4707]. Recommendation = [0.0, -0.1579, 0.2045], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, 0.2159, 0.3175]. Recommendation = [0.0, -0.1579, 0.2045], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -1.4086, 0.4571]. Recommendation = [0.0, -0.1423, 0.3868], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -0.6610, 0.3650]. Recommendation = [0.0, -0.1423, 0.3868], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -0.6815, 0.8921]. Recommendation = [0.0, -0.1423, 0.3868], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -0.4154, -0.1431]. Recommendation = [0.0, -0.1423, 0.3868], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -0.0536, -0.0699]. Recommendation = [0.0, 0.0952, 0.1754], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -0.0204, 0.5820]. Recommendation = [0.0, 0.0952, 0.1754], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.4547, -0.0037] = 451.5736, sampling [1.0, -0.4821, 0.2276]. Recommendation = [0.0, 0.0952, 0.1754], Current Cost = 5016.00, Rho = 1.000
