(iter 5) [0.0, -0.0831, 0.0701] = 454.7273, sampling [0.0, 0.2484, 0.3762]. Recommendation = [0.0, -0.0831, 0.0701], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, -0.0831, 0.0701] = 454.7273, sampling [0.0, 0.3773, 0.8560]. Recommendation = [0.0, -0.0831, 0.0701], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, -0.0831, 0.0701] = 454.7273, sampling [0.0, 0.5420, 0.5047]. Recommendation = [0.0, -0.0831, 0.0701], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, -0.0831, 0.0701] = 454.7273, sampling [0.0, 0.4361, 0.2425]. Recommendation = [0.0, -0.0831, 0.0701], Current Cost = 8000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.7092, 0.6893]. Recommendation = [0.0, 0.4361, 0.2425], Current Cost = 9000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.6688, 0.2883]. Recommendation = [0.0, 0.4361, 0.2425], Current Cost = 10000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.3937, 0.3293]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 11000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.8738, 0.5354]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 12000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.5774, 0.1568]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 13000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.6169, 0.8014]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 14000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.9012, 0.3129]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 15000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.7751, 0.7902]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 16000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, -0.1295, 0.5463]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 17000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.7405, 0.0028]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 18000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.4524, 0.2859]. Recommendation = [0.0, 0.4524, 0.2859], Current Cost = 19000.00, Rho = -1.230
(iter 8) [0.0, 0.4361, 0.2425] = 455.7079, sampling [0.0, 0.9700, 0.9325]. Recommendation = [0.0, 0.4361, 0.2425], Current Cost = 20000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 0.8883, 0.9684]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 21000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 1.0339, 0.4596]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 22000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.0133, -0.2001]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 23000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 0.4025, -0.4064]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 24000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 0.6968, -0.1418]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 25000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 0.0531, -0.3960]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 26000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 1.0742, 0.9108]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 27000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 1.0555, 0.0839]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 28000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 0.8624, 0.5640]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 29000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 0.2727, -0.5311]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 30000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.1184, 1.0527]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 31000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.2586, 0.4890]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 32000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.2261, -0.3031]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 33000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.5664, 0.1934]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 34000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.5339, -0.0304]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 35000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.4197, -0.2207]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 36000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.6759, 0.3415]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 37000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.3222, 0.6860]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 38000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.6924, 0.1823]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 39000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.8180, 0.7052]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 40000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.6694, 0.9560]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 41000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.7876, 0.7581]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 42000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.0519, 0.7468]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 43000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.9495, 1.0721]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 44000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.8039, 1.2115]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 45000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.3005, 0.9990]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 46000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.1096, 1.3422]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 47000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.8993, 1.4753]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 48000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.2171, 1.3961]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 49000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.4065, 1.3104]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 50000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.2073, 1.7125]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 51000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.0387, 1.8476]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 52000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.3597, 1.8057]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 53000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.6508, 1.7721]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 54000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.1244, 0.6526]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 55000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -0.5554, 1.1769]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 56000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.2667, 1.9626]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 57000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, 0.4266, 1.3598]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 58000.00, Rho = -1.230
(iter 20) [0.0, 0.9700, 0.9325] = 456.2922, sampling [0.0, -1.1962, 0.8265]. Recommendation = [0.0, 0.9700, 0.9325], Current Cost = 59000.00, Rho = -1.230
