(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, 0.0641, -0.1119]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5005.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.0715, 0.2238]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5006.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.1273, -0.2923]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5007.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, 0.2574, -0.1661]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5008.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.2558, 0.3148]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5009.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, 0.1863, 0.3568]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5010.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.0209, 0.3942]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5011.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, 0.3811, -0.1212]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5012.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.4187, 0.2814]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5013.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, 0.2740, -0.4238]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5014.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.2081, -0.3443]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5015.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.6214, -0.0642]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5016.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.6470, 0.2618]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5017.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.6918, 0.1009]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5018.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.4945, -0.3115]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5019.00, Rho = 0.721
(iter 10) [0.0, -0.2569, -0.0404] = 453.5885, sampling [1.0, -0.4095, 0.6218]. Recommendation = [0.0, -0.2569, -0.0404], Current Cost = 5020.00, Rho = 0.721
