(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, -0.3402, 1.2263]. Recommendation = [0.0, 0.6896, 0.6403], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, -0.0923, 0.3338]. Recommendation = [0.0, 0.6896, 0.6403], Current Cost = 6000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, 0.6480, -0.3140]. Recommendation = [0.0, 0.6896, 0.6403], Current Cost = 7000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, 0.4921, 1.9524]. Recommendation = [0.0, 0.6896, 0.6403], Current Cost = 8000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, 1.9974, -0.9574]. Recommendation = [0.0, 0.6896, 0.6403], Current Cost = 9000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, -1.5133, 1.7861]. Recommendation = [0.0, 0.2500, 0.0328], Current Cost = 10000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, -1.1644, 0.8179]. Recommendation = [0.0, 0.2500, 0.0328], Current Cost = 11000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, -0.7917, 1.8096]. Recommendation = [0.0, 0.2500, 0.0328], Current Cost = 12000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, -0.7504, 0.2108]. Recommendation = [0.0, 0.2500, 0.0328], Current Cost = 13000.00, Rho = -1.230
(iter 5) [0.0, 0.6896, 0.6403] = 453.4881, sampling [0.0, 0.2500, 0.0328]. Recommendation = [0.0, -0.4740, -0.0426], Current Cost = 14000.00, Rho = -1.230
(iter 14) [0.0, 0.2500, 0.0328] = 455.6495, sampling [0.0, -1.9892, 1.0883]. Recommendation = [0.0, -0.4740, -0.0426], Current Cost = 15000.00, Rho = -1.230
(iter 14) [0.0, 0.2500, 0.0328] = 455.6495, sampling [0.0, -0.5448, 0.7304]. Recommendation = [0.0, -0.3008, 0.2307], Current Cost = 16000.00, Rho = -1.230
(iter 14) [0.0, 0.2500, 0.0328] = 455.6495, sampling [0.0, 0.3011, 0.9017]. Recommendation = [0.0, -0.3008, 0.2307], Current Cost = 17000.00, Rho = -1.230
(iter 14) [0.0, 0.2500, 0.0328] = 455.6495, sampling [0.0, -0.4740, -0.0426]. Recommendation = [0.0, -0.3008, 0.2307], Current Cost = 18000.00, Rho = -1.230
(iter 14) [0.0, 0.2500, 0.0328] = 455.6495, sampling [0.0, -0.8535, 1.2055]. Recommendation = [0.0, -0.3008, 0.2307], Current Cost = 19000.00, Rho = -1.230
(iter 14) [0.0, 0.2500, 0.0328] = 455.6495, sampling [0.0, 0.5622, 0.2054]. Recommendation = [0.0, -0.3008, 0.2307], Current Cost = 20000.00, Rho = -1.230
