(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.1064, 0.2197]. Recommendation = [0.0, 0.0940, -0.1764], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.2440, 0.0857]. Recommendation = [0.0, 0.0940, -0.1764], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.1646, 0.6373]. Recommendation = [0.0, 0.2440, 0.0857], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.4582, 0.1501]. Recommendation = [0.0, 0.2440, 0.0857], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.5255, -0.1456]. Recommendation = [0.0, 0.4582, 0.1501], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.2263, 0.3519]. Recommendation = [0.0, 0.4582, 0.1501], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, -0.1762, 0.2825]. Recommendation = [0.0, 0.4582, 0.1501], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, -0.0666, 0.0264]. Recommendation = [0.0, 0.4582, 0.1501], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, -0.0264, 0.2973]. Recommendation = [0.0, 0.4582, 0.1501], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.5769, 0.3108]. Recommendation = [0.0, 0.4582, 0.1501], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.4216, 0.4740]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, -0.2140, 0.7238]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.8130, 0.1209]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.6423, 0.5096]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.5990, 0.6406]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.8217, 0.3717]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.8673, 0.5476]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.7614, 0.8176]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, 0.6197, -0.0553]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, -0.7602, 0.6768]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, 0.0940, -0.1764] = 452.0476, sampling [1.0, -0.5733, 0.9525]. Recommendation = [0.0, 0.5769, 0.3108], Current Cost = 5025.00, Rho = 1.000
