(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.4622, 0.0723]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.4075, 0.4631]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.6937, 0.3555]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.6472, 0.0258]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.7216, 0.6950]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.9790, 0.5792]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.7399, 0.2205]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.3518, 0.6858]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.8446, 0.7640]. Recommendation = [0.0, -0.1352, -0.0432], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.8659, 0.9622]. Recommendation = [0.0, 0.8446, 0.7640], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.7822, 0.9006]. Recommendation = [0.0, 0.8446, 0.7640], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 1.1422, 0.9598]. Recommendation = [0.0, 0.8446, 0.7640], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 1.1186, 0.7251]. Recommendation = [0.0, 0.8446, 0.7640], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 0.7549, 0.3757]. Recommendation = [0.0, 0.8446, 0.7640], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.1352, -0.0432] = 454.6338, sampling [1.0, 1.0379, 0.2783]. Recommendation = [0.0, 0.8446, 0.7640], Current Cost = 5019.00, Rho = 1.000
