(iter 5) [0.0, 0.1741, -0.7108] = 400.6943, sampling [0.0, 0.3199, -0.2853]. Recommendation = [0.0, 0.1741, -0.7108], Current Cost = 5000.00, Rho = -1.230
(iter 5) [0.0, 0.3199, -0.2853] = 440.8058, sampling [0.0, 0.2935, -0.0265]. Recommendation = [0.0, 0.3199, -0.2853], Current Cost = 6000.00, Rho = -1.230
(iter 6) [0.0, 0.2935, -0.0265] = 454.5315, sampling [0.0, 0.0588, 0.1550]. Recommendation = [0.0, 0.2935, -0.0265], Current Cost = 7000.00, Rho = -1.230
(iter 6) [0.0, 0.2935, -0.0265] = 454.5315, sampling [0.0, 0.2400, 0.1689]. Recommendation = [0.0, 0.2935, -0.0265], Current Cost = 8000.00, Rho = -1.230
(iter 6) [0.0, 0.2935, -0.0265] = 454.5315, sampling [0.0, 0.2561, 0.0267]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 9000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.0660, 0.3196]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 10000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.1919, -0.1224]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 11000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.1015, 0.4453]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 12000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.5275, 0.4492]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 13000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.0455, 0.7794]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 14000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.7742, 0.1337]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 15000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.5622, 0.6617]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 16000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.6245, -0.3050]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 17000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.7642, 0.6940]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 18000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.5358, 0.8075]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 19000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.8039, 0.8272]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 20000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.6017, 0.9786]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 21000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.3237, 0.5134]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 22000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.4200, 0.9342]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 23000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.2455, 1.0323]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 24000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 1.0718, 0.6760]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 25000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.8626, 0.8416]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 26000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.8462, 1.0423]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 27000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 1.0482, 0.9549]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 28000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.5349, 0.4256]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 29000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.6736, 0.5541]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 30000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.5983, 0.3459]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 31000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.5441, 0.4720]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 32000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.4618, -0.1638]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 33000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.6382, 0.2976]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 34000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.8359, 0.7382]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 35000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.7261, 0.5687]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 36000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.7796, 1.0697]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 37000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.9523, 0.8958]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 38000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.9312, 0.6130]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 39000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 1.0981, 0.0829]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 40000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.7245, 1.2038]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 41000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.4134, -0.4741]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 42000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.7610, 0.0967]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 43000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.5222, 1.1554]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 44000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.6697, -0.1441]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 45000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.5025, -0.3666]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 46000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.2248, 1.2255]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 47000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.0013, 1.5220]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 48000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.4602, 1.3978]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 49000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.2077, 1.6940]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 50000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.3694, 1.6673]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 51000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.2661, 1.9187]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 52000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.4492, 1.9228]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 53000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.4394, 1.5921]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 54000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.9226, 1.9623]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 55000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.6901, 1.8872]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 56000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -1.5760, 1.0164]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 57000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.0938, 0.4888]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 58000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, -0.9679, 0.9075]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 59000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 1.0339, 1.3874]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 60000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.9194, 1.4766]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 61000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 0.5523, 1.4207]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 62000.00, Rho = -1.230
(iter 9) [0.0, 0.2561, 0.0267] = 455.5953, sampling [0.0, 1.2086, 1.4513]. Recommendation = [0.0, 0.2561, 0.0267], Current Cost = 63000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.1061, 1.4600]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 64000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.2652, 1.6460]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 65000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.0130, 1.6073]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 66000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.4282, 1.5838]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 67000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.3479, 1.2374]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 68000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.3838, 1.8917]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 69000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.4548, 1.7054]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 70000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.9375, 1.9392]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 71000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.5330, 1.5381]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 72000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.2821, 0.9922]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 73000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.1949, 0.7169]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 74000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.4195, -0.6757]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 75000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.8791, -0.1812]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 76000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.2059, 1.1418]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 77000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.2338, -0.8475]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 78000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.3895, 0.9657]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 79000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.6724, -0.4814]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 80000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -1.0659, 0.3212]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 81000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -1.1974, 0.5015]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 82000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.0072, 1.7213]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 83000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -1.7111, 1.6201]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 84000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.5773, -0.7372]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 85000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.7150, -0.2254]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 86000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.8792, 1.7509]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 87000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.1614, 0.6482]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 88000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.4787, -0.5341]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 89000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.5467, 1.2892]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 90000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 1.3112, 0.3571]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 91000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.8305, 1.7609]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 92000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.7393, -0.5039]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 93000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.8184, 1.5529]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 94000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.1555, -0.7888]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 95000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.9464, -0.4465]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 96000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.6635, 1.3710]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 97000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, 0.4348, -0.8618]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 98000.00, Rho = -1.230
(iter 63) [0.0, 1.2086, 1.4513] = 456.2478, sampling [0.0, -0.1697, -0.9965]. Recommendation = [0.0, 1.2086, 1.4513], Current Cost = 99000.00, Rho = -1.230
