(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.0837, 0.3020]. Recommendation = [0.0, -0.0378, -0.6709], Current Cost = 5005.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.5385, -0.0458]. Recommendation = [0.0, 0.0837, 0.3020], Current Cost = 5006.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.3821, 0.7043]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5007.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -0.3457, 0.5757]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5008.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -0.2578, -0.1677]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5009.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.7390, 0.4259]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5010.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 1.2038, 0.0684]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5011.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -0.3545, 0.3182]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5012.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -0.1094, 1.0360]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5013.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.9155, 0.8228]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5014.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.6104, -0.4539]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5015.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.4028, 0.2385]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5016.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -0.6509, 0.7508]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5017.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -0.6226, 0.3327]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5018.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.8329, 1.1443]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5019.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -0.0723, -0.3917]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5020.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -0.6842, 1.3675]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5021.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 0.0769, 0.1325]. Recommendation = [0.0, 0.0769, 0.1325], Current Cost = 5022.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 1.1169, 1.5761]. Recommendation = [0.0, 0.9155, 0.8228], Current Cost = 5023.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 1.7029, 1.6773]. Recommendation = [0.0, 0.9155, 0.8228], Current Cost = 5024.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, 1.3342, 1.1146]. Recommendation = [0.0, 0.9155, 0.8228], Current Cost = 5025.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -1.0238, 0.5149]. Recommendation = [0.0, 0.9155, 0.8228], Current Cost = 5026.00, Rho = 1.000
(iter 10) [0.0, -0.0378, -0.6709] = 410.0145, sampling [1.0, -1.1814, 1.1882]. Recommendation = [0.0, 0.9155, 0.8228], Current Cost = 5027.00, Rho = 1.000
